post_type,post_id,codice_electa,post_title,anno_opera,tax_materiali,misure_opera,tax_tipologia_opera,tax_tipo_opera,tax_subtipo_opera,esemplari_opera,file_immagine,id_import,codice_opera,post_status
catalogo,10002,1973 65,Virgulto / (Offshoot),1973,brass,"36 x 20,5 x 13 cm",Sculptures,,,,1973_65.jpg,10002,2,publish
catalogo,10006,1974 33,Eclisse seconda / (Second Eclipse),1974,stainless steel  ,"45,5 x 18 x 12 cm",Sculptures,,,Edition of 100 + 20 AP,1974_33.jpg,10006,6,publish
catalogo,10008,1971 33,L'amore / (The Love),1971,brass (prototype),"34 x 10,8 x 10,5 cm",Sculptures,,, ,1971_33.jpg,10008,8,publish
catalogo,10013,1978 36,Perché? / (Why?),1978,brass,43 x 47 x 20 cm,Sculptures,,,,1978_36.jpg,10013,13,publish
catalogo,10019,1973 39,Per aria / (Into the air),1973,brass,70 x 25 x 22 cm,Sculptures,,,,1973_39.jpg,10019,19,publish
catalogo,10025,1975 30,Bagatelle,1975,brass,"62 x 13,5 x 12,5 cm",Sculptures,,,,1975_30.jpg,10025,25,publish
catalogo,10032,1980 23,Tema e variazioni IX / (Theme and Variations IX),1980,brass,48 x 60 x 13 cm,Sculptures,,, ,1980_23.jpg,10032,32,publish
catalogo,10033,1970 5,Paesaggio / (Landscape),1970,brass ,53 x 44 x 38 cm,Sculptures,,,,1970_5.jpg,10033,33,publish
catalogo,10039,1972 66,Tema e variazioni V / (Theme and Variations V),1972,brass on stainless steel base,53 x 80 x 40 cm,Sculptures,,,,1972_66.jpg,10039,39,publish
catalogo,10055,1982 16,Incertezza / (Uncertainty),1982,brass (prototype),"18 x 10 x 7,5 cm",Scultura,,,,1982_16.jpg,10055,55,publish
catalogo,10056,1978 29,Senza titolo / (Untitled),1978,brass and painted paper ,"58,5 x 26 x 25 cm ",Sculptures,,,,1978_29.jpg,10056,56,publish
catalogo,10057,1976 37,Senza titolo / (Untitled),1976,"wood, fabric, brass and copper net","65 x 80  x 12,5 cm",Little Theaters,,,,1976_37.jpg,10057,57,publish
catalogo,10058,1981 17,La fuggitiva / (The Runaway),1981,brass,71 x 61 x 20 cm,Sculptures,,,,1981_17.jpg,10058,58,publish
catalogo,10059,1974 26,Senza perché / (Without Reason),1974,brass,"84 x 57,5 x 28 cm",Sculptures,,,,1974_26.jpg,10059,59,publish
catalogo,10061,1973 90,Il re negro / (The black King),1973-1975,brass and fabric,,Sculptures,,,,1973_90.jpg,10061,61,publish
catalogo,10063,1971 29,Slancio (Studio per improvviso) / To Ascend (Study for Improvviso),1971,stainless steel,214 x 74 x 20 cm,Sculptures,,,,1971_29.jpg,10063,63,publish
catalogo,10066,1974 20,Di nascosto / (On the Sly),1974,stainless steel on plexiglass base,92 x 28 x 50 cm,Sculptures,,, ,1974_20.jpg,10066,66,publish
catalogo,10067,1972 45,La danza / (The Dance),1972,brass,33 x 7 x 5 cm,Sculptures,,,,1972_45.jpg,10067,67,publish
catalogo,10076,1972 5B,Bassorilievo Losanghe / (Bas reliefs Diamond),1972,brass ,"32 x 29,5 x 3 cm",bas reliefs,metals,,,1972_5B.jpg,10076,76,publish
catalogo,10080,1971 30,La superbia (Disequilibrio equilibrato) / The Pride ( The Balanced Disequilibrium),1971,brass ,65 x 26 x 15 cm,Scultura,bozzetto,,  ,1971_30.jpg,10080,80,publish
catalogo,10088,1973 96,La porta dell'infinito / (The Door of Infinity),1973,stainless steel,"32 x 44,5 x 12,5 cm",Sculptures,,,Edition of 30,1973_96.jpg,10088,88,publish
catalogo,10089,1979 35,Omaggio a Steinberg / (Homage to Steinberg),1979,brass,"65 x 18 x 12,5 cm",Sculptures,,,,1979_35.jpg,10089,89,publish
catalogo,10095,1968 4,Why?,1968,brass,88 x 17 x 22 cm,Sculptures,,, ,1968_4.jpg,10095,95,publish
catalogo,10097,1983 24,Leone / (Lion),1983,brass and glass,24 x 39 x 10 cm,Sculptures,,,,1983_24.jpg,10097,97,publish
catalogo,10098,1981 20,I lunari / (Mooners),1981,brass,260 x 90 x 51 cm,Sculptures,,,,1981_20.jpg,10098,98,publish
catalogo,10099,1973 13,Distrazione / (Distraction),1973,brass,56 x 26 x 28 cm,Sculptures,,,,1973_13.jpg,10099,99,publish
catalogo,10100,1978 4,La cattiveria / (The Malice),1978,"painted terracotta, wood, iron, painted fabric and brass","48 x 42,5 x 8 cm",Little Theaters,,,,1978_4.jpg,10100,100,publish
catalogo,10101,1973 43,Il viaggio della luna / (The Journey of the Moon),1973,brass,35 x 75 x 8 cm,Sculptures,,,,1973_43.jpg,10101,101,publish
catalogo,10105,1971 52,Canone fisso / (Fixed Canon),1971,brass ,22 x 22 x 22 cm,Scultura,,,,1971_52.jpg,10105,105,publish
catalogo,10110,1973 62,L'amplesso / (The Loving Embrace) ,1973,brass,67 x 73 x 33 cm,Sculptures,,,,1973_62.jpg,10110,110,publish
catalogo,10111,1974 25,La luna vescovile / (The Episcopal Moon),1974,brass,"42,6 x 5,7 x 8,6 cm",Sculptures,,,,1974_25.jpg,10111,111,publish
catalogo,10112,1968 13,Niente / (Nothing),1968,brass,78 x 25 x 16 cm,Sculptures,,,,1968_13.jpg,10112,112,publish
catalogo,10113,1979 36,Senza titolo / (Untitled),1979,brass,"61 x 33,5 x 19,5 cm",Sculptures,,,,1979_36.jpg,10113,113,publish
catalogo,10121,1973 23/ 23-1,Contrappunto catenelle / (Counterpoint Little Chains),1973,stainless steel,201 x 201 x 85 cm,Sculptures,,,,1973_23/_23-1.jpg,10121,121,publish
catalogo,10123,1973 17,Clair de lune / (Moonlight),1973,brass and glazed ceramic (prototype),62 x 12 x 20 cm,Sculptures,,,,1973_17.jpg,10123,123,publish
catalogo,10124,1969 16,La festa della luna / (Moon Day),1969,brass,123 x 53 x 33 cm,Sculptures,,,,1969_16.jpg,10124,124,publish
catalogo,10125,1975 52,Gli specchi / (The Mirrors),1975,brass,"41 x 91 x 7,5 cm",Sculptures,,,,1975_52.jpg,10125,125,publish
catalogo,10131,1972 35,Confronto / (Comparison),1972 ,brass (prototype),100 x 72 x 20 cm,Sculptures,,,,1972_35.jpg,10131,131,publish
catalogo,10135,1975 18,Il senso contrario / (The Opposite Sense),1975,brass,66 x 26 x 38 cm     ,Sculptures,,,,1975_18.jpg,10135,135,publish
catalogo,10136,1969 42,Toro / (Bull),circa 1969,brass,17 x 15 x 30 cm,Sculptures,,,,1969_42.jpg,10136,136,publish
catalogo,10139,1969 48,I sette / (The Seven),1969 (1971),stainless steel,90 x 56 x 14 cm,Scultura,,, ,1969_48.jpg,10139,139,publish
catalogo,10140,1977 36,Dentro / (Inside),1977,brass,"62 x 62 x 33,5 cm",Sculptures,,,,1977_36.jpg,10140,140,publish
catalogo,10142,1978 20,Contrappunto XIII / (Counterpoint XIII),1978,brass ,"31 x 19 x 5,5 cm",Sculptures,,, ,1978_20.jpg,10142,142,publish
catalogo,10143,1972 30,La componente floreale / (The Floral Element),1972,brass,83 x 25 x 17 cm,Sculptures,,,,1972_30.jpg,10143,143,publish
catalogo,10145,1973 8,Clausura  / (Reclusion),1973,"painted terracotta, brass, plastic and fabric",28 x 46 x 7 cm,Little Theaters,,,,1973_8.jpg,10145,145,publish
catalogo,10156,1976 3,Acquario / (Aquarium),1976,"brass, glass and bronze",64 x 32 x 11 cm,Sculptures,,,,1976_3.jpg,10156,156,publish
catalogo,10157,1984 11,Composizione / (Composition),1984,brass,"84,5 x 25 x 24 cm",Sculptures,,,,1984_11.jpg,10157,157,publish
catalogo,10158,1975 13,Elevazione / (Elevation),1975,brass,85 x 50 x 17 cm,Sculptures,,,,1975_13.jpg,10158,158,publish
catalogo,10167,1985 9,Ricciolo / (Curl),1985,brass,"53,5 x 28 x 11,5 cm",Sculptures,,,,1985_9.jpg,10167,167,publish
catalogo,10175,1972 47,Le verticali / (The Vericals),1972,stainless steel,180 x 82 x 74 cm,Sculptures,,,,1972_47.jpg,10175,175,publish
catalogo,10180,1979 8,Autunno giovane / (Young Autumn),1979,brass and painted fabric,77 x 64 x 39 cm,Sculptures,,,,1979_8.jpg,10180,180,publish
catalogo,10185,1980 22,Albatros / (Albatross),1980,brass and painted cardboard,68 x 73 x 27 cm ,Sculptures,,,,1980_22.jpg,10185,185,publish
catalogo,10189,1979 23,Barca / (Boat),1979,brass,19 x 70 x25 cm,Sculptures,,,,1979_23.jpg,10189,189,publish
catalogo,10190,1970 39,Coppia / (Couple),circa 1970,brass,60 x 18 cm,Sculptures,,,,1970_39.jpg,10190,190,publish
catalogo,10195,1977 12,Contrasto / (Contrast),1977,brass,59 x 49 x 25 cm,Sculptures,,,,1977_12.jpg,10195,195,publish
catalogo,10197,1968 9,Astrazione / (Abstraction),1968,brass (prototype),"50,5 x 10 x 14 cm",Sculptures,,, ,1968_9.jpg,10197,197,publish
catalogo,10199,1974 29,Il viaggio II / (The Journey II),1974,brass,115 x 100 x 35 cm,Sculptures,,,,1974_29.jpg,10199,199,publish
catalogo,10200,1976 42,Senza titolo / (Untitled),1976,brass,"10,5 x 43 x 7 cm",Sculptures,,,,1976_42.jpg,10200,200,publish
catalogo,10201,1972 32,Composizione libera / (Free Composition),1972,brass,72 x 71 x 24 cm,Sculptures,,,,1972_32.jpg,10201,201,publish
catalogo,10202,1973 84,Il viaggio della luna / (The Journey of the Moon),1973 (1974),stainless steel,555 x 1150 x 120 cm,Sculptures,,,,1973_84.jpg,10202,202,publish
catalogo,10203,1978 22,Senza titolo / (Untitled),1978,brass,105 x 32 x 49 cm,Sculptures,,,,1978_22.jpg,10203,203,publish
catalogo,10208,1976 51,Toro / (Bull),1976,brass,14 x 6 cm,Sculptures,,,,1976_51.jpg,10208,208,publish
catalogo,10209,1978 8,Il riposo dell'imperatore / (The Rest of the Emperor),1978,brass,48 x 93 x 21 cm,Sculptures,,,,1978_8.jpg,10209,209,publish
catalogo,10210,1972 26,Contrappunto IX / (Counterpoint IX),1972,stainless steel,57 x 161 x 40 cm,Sculptures,,, ,1972_26.jpg,10210,210,publish
catalogo,10211,1976 64,Le bacche / (The Berries),circa 1976,brass,41 x 45 x 20 cm,Sculptures,,,,1976_64.jpg,10211,211,publish
catalogo,10213,1981 21,Senza titolo / (Untitled),1981,brass,"68 x 16 x 28,5 cm",Sculptures,,,,1981_21.jpg,10213,213,publish
catalogo,10214,1972 49,Senza aggettivi / (Without Adjectives),1972,brass,86 x 23 x 20 cm,Sculptures,,,,1972_49.jpg,10214,214,publish
catalogo,10217,1974 43,Metempsicosi del gatto siamese / (Metempsychosis of the Siamese Cat),1974,"brass, painted fabric and glass","35,5 x 15 x 7,5 cm",Sculptures,,,,1974_43.jpg,10217,217,publish
catalogo,10218,1973 46,L'indifferente / (The Indifferent),1973,brass and glass (prototype),21 x 33 x 7 cm,Sculptures,,,,1973_46.jpg,10218,218,publish
catalogo,10221,1981 6,Tema e variazioni X / (Theme and Variations X),1981,brass on wooden base,"68 x 118 x 35,5 cm",Sculptures,,,,1981_6.jpg,10221,221,publish
catalogo,10223,1973 81,I magnifici sette. Variazione n. 3 / (The Magnificent Seven. Variation No. 3),1973 (1975),brass ,200 x 51 x 37 cm ,Sculptures,,,,1973_81.jpg,10223,223,publish
catalogo,10225,1981 22,Bla-Bla,1981,brass,61 x 27 x 11 cm,Sculptures,,,,1981_22.jpg,10225,225,publish
catalogo,10229,1972 72,Canone variato III / (Varied Canon III),1972 (1973),stainless steel,160 x 240 x 500 cm,Sculptures,,,,1972_72.jpg,10229,229,publish
catalogo,10230,1980 44,Episode,circa 1980,brass,"31,5 x 34,5 x 22,3 cm",Sculptures,,,,1980_44.jpg,10230,230,publish
catalogo,10231,1977 23,Non umano / (Not Human),1977,"brass, painted fabric and celluloid",81 x 48 x 22 cm,Sculptures,,,,1977_23.jpg,10231,231,publish
catalogo,10235,1980 17,Corale / (Choral),1980,brass and refractory (prototype),48 x 40 x 40 cm,Sculptures,,,,1980_17.jpg,10235,235,publish
catalogo,10241,1974 24,Perché? / (Why?),1974,brass,88 x 51 x 25 cm,Sculptures,,,,1974_24.jpg,10241,241,publish
catalogo,10245,1968 17,Evviva / (Hurrah),1968,"painted terracotta, fabric and brass",61 x 66 x 15 cm,Little Theaters,,,,1968_17.jpg,10245,245,publish
catalogo,10248,1973 47,La tempesta / (The Storm),1973,brass,33 x 74 x 9 cm,Sculptures,,,,1973_47.jpg,10248,248,publish
catalogo,10250,1976 34,I triangoli / (The Triangles),1976,brass,53 x 23 x 16 cm,Sculptures,,,,1976_34.jpg,10250,250,publish
catalogo,10251,1984 5,Aprile / (April),1984,brass,"57,5 x 43 x 27 cm",Sculptures,,,,1984_5.jpg,10251,251,publish
catalogo,10258,1975 58,Leone / (Lion),circa 1975,brass (prototype),22 x 20 x 8 cm,Sculptures,,,,1975_58.jpg,10258,258,publish
catalogo,10259,1972 33,La bestia politica / (The Political Beast),1972,brass and glass,"97,5 x 94 x 38 cm",Sculptures,,, ,1972_33.jpg,10259,259,publish
catalogo,10261,1980 12,Tabernacolo violato / (Violated Tabernacle),1980,"brass, cardboard, tinfoil, fabric, mirror, plastic and terracotta",46 x 56 x 53 cm,Sculptures,,,,1980_12.jpg,10261,261,publish
catalogo,10264,1976 46,Le ombre / (The Shadows),1976,"painted terracotta, paper and fabric    ","41 x 30 x 6,5 cm",Little Theaters,,, ,1976_46.jpg,10264,264,publish
catalogo,10265,1980 31,La fattucchiera / (Sorceress),1980,brass and terracotta,"48 x 15 x 15,5 cm",Sculptures,,,,1980_31.jpg,10265,265,publish
catalogo,10268,1984 22,L'Araba Fenice / (The Phoenix),1984,bronze  ,32 x 17 x 10 cm,Sculptures,,,Edition of 4,1984_22.jpg,10268,268,publish
catalogo,10269,1984 23,Senza titolo / (Untitled),1984,bronze  ,"22 x 6 x 5,5 cm",Sculptures,,,Edition of 2,1984_23.jpg,10269,269,publish
catalogo,10271,1979 20,New Orleans phantasie / (New Orleans Fantasy),1979,brass,"54 x 50 x 15,5 cm",Sculptures,,,,1979_20.jpg,10271,271,publish
catalogo,10272,1972 36,Confronto / (Comparison),1972,stainless steel,290 x 200 x 63 cm,Sculptures,,,,1972_36.jpg,10272,272,publish
catalogo,10273,1976 52,Divagando / (Wandering),circa 1976,brass (prototype),"48,5 x 47 x 18,5 cm",Sculptures,,,,1976_52.jpg,10273,273,publish
catalogo,10274,1974 37,Spirale / (Spiral),1974,brass,49 x 19 x 18 cm,Sculptures,,, ,1974_37.jpg,10274,274,publish
catalogo,10276,1975 11,Dei / (Gods),1975,brass,50 x 48 x 15 cm,Sculptures,,,   ,1975_11.jpg,10276,276,publish
catalogo,10278,1969 2,Alberi / (Trees),1969,brass,89 x 21 x 17 cm,Sculptures,,,,1969_2.jpg,10278,278,publish
catalogo,10279,1976 26,Luna nascente / (Rising Moon),1976,brass,26 x 11 x 18 cm,Sculptures,,,,1976_26.jpg,10279,279,publish
catalogo,10283,1973 94,I magnifici sette. Variazione n. 2 / (The Magnificent Seven. Variation No. 2),1973 (1984),brass (prototype),50 x 12 x 9 cm,Sculptures,,,     ,1973_94.jpg,10283,283,publish
catalogo,10284,1971 49,Piccola sequenza / (Small Sequence),1971,stainless steel,68 x 96 x 73 cm,Sculptures,,,,1971_49.jpg,10284,284,publish
catalogo,10285,1979 40,Autunno / (Autumn),1979,"painted terracotta, brass, plaster and stainless steel",44 x 32 x 8 cm,Little Theaters,,, ,1979_40.jpg,10285,285,publish
catalogo,10286,1975 59,La simmetria / (The Simmetry),circa 1975,brass,45 x 26 x 10 cm,Sculptures,,,,1975_59.jpg,10286,286,publish
catalogo,10287,1980 3,Teatro napoletano / (Neapolitan Theatre),1980,"painted brass, fabric and plaster",105 x 60 x 20 cm,Sculptures,,,,1980_3.jpg,10287,287,publish
catalogo,10288,1969 4,Carro II / (The Cart II),1969,brass,94 x 47 x 12 cm,Sculptures,/ ,,,1969_4.jpg,10288,288,publish
catalogo,10289,1973 31,Per pianoforte e corno / (For Piano and Horn),1973,"painted terracotta, glass, brass and fabric",40 x 52 cm,Little Theaters,,,,1973_31.jpg,10289,289,publish
catalogo,10290,1973 38,Hippies,1973,brass,72 x 36 x 13 cm,Sculptures,,,,1973_38.jpg,10290,290,publish
catalogo,10291,1975 4,Gli addii / (The Farewell),1975,brass,83 x 70 x 28 cm,Sculptures,,,,1975_4.jpg,10291,291,publish
catalogo,10294,1985 8,Viola mammola / (Violet),1985,brass and fabric,"53,5 x 43 x 19,5 cm",Sculptures,,,,1985_8.jpg,10294,294,publish
catalogo,10296,1976 36,Senza titolo / (Untitled),1976,"wood, plaster, fabric, charcoal and tempera","65,3  x 80,2 x 12,7 cm",Little Theaters,,,,1976_36.jpg,10296,296,publish
catalogo,10297,1982 5,Una esperide / (A Hesperides),1982,brass,99 x 48 x 55 cm,Sculptures,,,,1982_5.jpg,10297,297,publish
catalogo,10298,1969 12,Introduzione / (Introduction),1969,brass,34 x 30 x 32 cm,Sculptures,,,  ,1969_12.jpg,10298,298,publish
catalogo,10299,1979 25,La nave di Ulisse / (Ulysses' Boat),1979,brass and bronze,46 x 98 x 28 cm,Sculptures,,,  ,1979_25.jpg,10299,299,publish
catalogo,10301,1980 28,Preludio III / (Prelude III),1980,brass,42 x 23 x 14 cm,Sculptures,,,,1980_28.jpg,10301,301,publish
catalogo,10302,1972 39,Fantasia / (Fantasy),1972,brass,147 x 62 x 41 cm,Sculptures,,,,1972_39.jpg,10302,302,publish
catalogo,10303,1974 10,Furor geometricus / (Geometry Madness),1974,brass,63 x 69 x 25 cm,Sculptures,,,,1974_10.jpg,10303,303,publish
catalogo,10305,1971 67,L'amore / (The Love),1971 (1981),stainless steel,h. 800 cm,Sculptures,,, ,1971_67.jpg,10305,305,publish
catalogo,10307,1980 33,Contemplazione / (Contemplation),1980,brass,"49 x 26 x 14,5 cm",Sculptures,,,,1980_33.jpg,10307,307,publish
catalogo,10308,1972 22,Campi Elisi / (Elysian Fileds),1972,brass and painter brass,48 x 50 x 17 cm,Sculptures,,,,1972_22.jpg,10308,308,publish
catalogo,10309,1976 61,Il Sagittario / (Sagittarius),circa 1976,brass (prototype),31 x 11 x 12 cm,Sculptures,,,,1976_61.jpg,10309,309,publish
catalogo,10310,1971 8,La regina / (The Queen),1971,brass (prototype),68 x 20 x 12 cm,Sculptures,,,,1971_8.jpg,10310,310,publish
catalogo,10313,1972 59,Dissonanze armoniose / (Harmonic Dissonances),1972,brass (prototype),"30 x 30 x 10,5 cm",Sculptures,,,,1972_59.jpg,10313,313,publish
catalogo,10315,1972 55,Le parallele / (The Parallels),1972,stainless steel and painted aluminium,68 x 68 x 51 cm,Sculptures,,,,1972_55.jpg,10315,315,publish
catalogo,10316,1981 10,Rondò delle idee galanti / (Rondo of Gallant Ideas),1981,brass and painted fabric,"52 x 41,5 x 40,5 cm",Sculptures,,,  ,1981_10.jpg,10316,316,publish
catalogo,10319,1979 42,Difficile / (Difficult),1979,brass ,"38,4 x 21,6 x 7,5 cm ",Sculptures,,,,1979_42.jpg,10319,319,publish
catalogo,10323,1973 6,I bisonti / (The Bisons),1973,brass,65 x 145 x 25 cm,Sculptures,,,,1973_6.jpg,10323,323,publish
catalogo,10324,1971 2,Arabesque,1971,brass,135 x 64 x 49 cm,Sculptures,,,,1971_2.jpg,10324,324,publish
catalogo,10325,1973 7,Strada / (Route),,painted terracotta and painted brass,36 x 48 x 12 cm,Little Theaters,,,,1973_7.jpg,10325,325,publish
catalogo,10328,1972 58,Variazione incatenata / (Enchained Variation),1972,stainless steel,75 x 38 x 13 cm,Sculptures,,,,1972_58.jpg,10328,328,publish
catalogo,10334,1979 15,Ultimo canto di Orfeo / (Last Song of Orpheus),1979,brass,52 x 25 x 17 cm,Sculptures,scultura,,  ,1979_15.jpg,10334,334,publish
catalogo,10335,1982 18,Balletto (Ballet),1982,brass,28 x 11 x 10 cm,Sculptures,,,,1982_18.jpg,10335,335,publish
catalogo,10336,1983 2,Contrappunto XV / (Counterpoint XV),1983,brass  ,"30 x 24 x 12,5 cm",Sculptures,,,,1983_2.jpg,10336,336,publish
catalogo,10344,1971 21,Il ponte / (The Bridge),1971,brass,43 x 87 x 20 cm,Sculptures,,,,1971_21.jpg,10344,344,publish
catalogo,10345,1973 41,Il viaggio della luna / (The Journey of the Moon),1973,brass (prototype),"35 x 75 x 8,5 cm  ",Scultura,,, ,1973_41.jpg,10345,345,publish
catalogo,10346,1973 67,Salomone / (Solomon),1973,brass,36 x 24 x 11 cm,Sculptures,,,,1973_67.jpg,10346,346,publish
catalogo,10350,1979 26,Sette fiori / (Seven Flowers),1979,brass,82 x 77 x 20 cm,Sculptures,,,,1979_26.jpg,10350,350,publish
catalogo,10353,1980 54,La zingara / (The Gypsy),1980,brass and painted fabric,73 x 7 x 23 cm,Sculptures,,,  ,1980_54.jpg,10353,353,publish
catalogo,10355,1980 39,Piccolo Giugno / (Small June),circa 1980,brass and fabric,32 x  32 x 15 cm,Sculptures,,,,1980_39.jpg,10355,355,publish
catalogo,10357,1973 70,I vichinghi / (The Vikings),1973,brass,70 x 85 x 12 cm,Sculptures,,,,1973_70.jpg,10357,357,publish
catalogo,10358,1973 71,I vichinghi / (The Vikings),1973,gold on plexiglass base,30 x 34 x 12 cm,Sculptures,,,,1973_71.jpg,10358,358,publish
catalogo,10361,1969 53,Tema e variazioni III. Variazione n. 3 / (Theme and Variations III. Variation No. 3),1969 (1972),brass,"46,6 x 12 x 11,6 cm",Sculptures,,,,1969_53.jpg,10361,361,publish
catalogo,10362,1981 9,Tema e variazioni XI / (Theme and Variations XI),1981,brass ,"31,5 x 74 x 15,5 cm",Sculptures,,,,1981_9.jpg,10362,362,publish
catalogo,10364,1974 7,Le bugie / (The Lies),1974,brass,90 x 43 x 30 cm,Sculptures,,,,1974_7.jpg,10364,364,publish
catalogo,10365,1981 27,Diavoleria / (Deviousness),circa 1981,brass,106 x 10 cm,Sculptures,,,,1981_27.jpg,10365,365,publish
catalogo,10366,1969 3,Carro I (The Cart I),1969,brass,"102 x 46 x 15,5 cm",Sculptures,,, ,1969_3.jpg,10366,366,publish
catalogo,10367,1974 15,Abitacolo / (Cabin),1974,brass and Rocca crystal,30 x 7 x 8 cm,Sculptures,,,,1974_15.jpg,10367,367,publish
catalogo,10370,1971 22,Sit in,1971,brass,44 x 80 x 18 cm,Sculptures,,,,1971_22.jpg,10370,370,publish
catalogo,10371,1973 30,Preghiera per i bambini ebrei morti nei campi di sterminio / (Prayer for Jewish Children Dead in Extermination Camps),1973,painted terracotta,"42,5 x 52,8 x 6,7 cm",Little Theaters,,, ,1973_30.jpg,10371,371,publish
catalogo,10372,1980 2,Lazzaro / (Lazarus),1980,"brass, fabric and plaster",70 x 60 x 21 cm,Sculptures,,,,1980_2.jpg,10372,372,publish
catalogo,10373,1979 13,Guado di una rapida alle Filippine / (Rapids Ford in the Philippines),1979,brass,95 x 60 x 40 cm,Sculptures,,,,1979_13.jpg,10373,373,publish
catalogo,10374,1979 37,Ironia / (Irony),1979,brass,36 x 10 x 18 cm,Sculptures,,,,1979_37.jpg,10374,374,publish
catalogo,10375,1974 44,Primavera / (Spring) ,1974,"painted terracotta, brass and fabric",42 x 28 x 6 cm,Little Theaters,,,,1974_44.jpg,10375,375,publish
catalogo,10376,1975 8,L'invenzione delle curve / (The Invention of Curves),1975,brass,195 x 57 x 29 cm,Sculptures,,,,1975_8.jpg,10376,376,publish
catalogo,10378,1969 27,Scultura E / (Sculpture E),1969,ferro,102 x Ø 26 cm,Sculptures,,,6 Editions,1969_27.jpg,10378,378,publish
catalogo,10379,1974 27,Cadenza / (Cadence),1974,brass and painted fabric,"52 x 31,5 x 10 cm",Sculptures,,,,1974_27.jpg,10379,379,publish
catalogo,10382,1973 16,Clair de lune / (Moonlight),1973,brass and painted paper,"50 x 23 x 20,5 cm",Sculptures,,,,1973_16.jpg,10382,382,publish
catalogo,10385,1984 9,La luna fra le nuvole / (The Moon in the Clouds),1984,brass,89 x 53 x 41 cm,Sculptures,,,,1984_9.jpg,10385,385,publish
catalogo,10390,1980 20,Canone frecce / (Arrows Canon),1980,brass,"58,5  x 141 x 31,5 cm",Sculptures,,, ,1980_20.jpg,10390,390,publish
catalogo,10391,1975 19,Il riposo del re / (The Rest of The King),1975,brass,47 x 51 x 11 cm,Sculptures,,,,1975_19.jpg,10391,391,publish
catalogo,10392,1969 19,Contrappunto II / (Counterpoint II),1969,brass ,25 x 25 x 4 cm,Sculptures,,,,1969_19.jpg,10392,392,publish
catalogo,10394,1974 16,Abitacolo / (Cabin),1974,silver and Rocca crystal ,"29,5 x 8 x 7,3 cm",Sculptures,,,,1974_16.jpg,10394,394,publish
catalogo,10399,1979 2B,Senza titolo / (Untitled),1979,plaster and mixed media,50 x 70 cm,bas reliefs,plaster/others,,,1979_2B.jpg,10399,399,publish
catalogo,10401,1976 44,Gli sposi / (The Spouses),1976,brass,75 x 28 x 22 cm,Sculptures,,, ,1976_44.jpg,10401,401,publish
catalogo,10402,1975 33,Uccello (Volo) / Bird (Flight),1975,brass and painted paper,72 x 30 x21 cm,Sculptures,,,    ,1975_33.jpg,10402,402,publish
catalogo,10403,1975 53,Elefantino (Little Elephant),circa 1975,brass,"14,5 x 14 x 4,5 cm",Sculptures,,,,1975_53.jpg,10403,403,publish
catalogo,10406,1974 17,L'indeciso / (The Hesitant),1974,brass (prototype),36 x 12 x 13 cm,Sculptures,,,,1974_17.jpg,10406,406,publish
catalogo,10407,1983 14,Il passo della zingara (The Step of the Gypsy),1983,brass and fabric,53 x 90 x 21 cm,Sculptures,,,,1983_14.jpg,10407,407,publish
catalogo,10410,1970 9,Paesaggio II / (Landscape II),1970,"painted terracotta, plaster and brass","36,5 x 53 x 6 cm",Little Theaters,,,,1970_9.jpg,10410,410,publish
catalogo,10411,1975 54,Un raggio di sole / (A Ray of Sunshine),1975,brass ,"27 x 23,5 x 15 cm",Sculptures,,,Edition of 2,1975_54.jpg,10411,411,publish
catalogo,10412,1977 37,Carro di Tespi (Cart of Tespi),1977,brass and copper ,40 x 123 x 16 cm,Sculptures,,,,1977_37.jpg,10412,412,publish
catalogo,10414,1975 31,Senza titolo / (Untitled),1975,brass,44 x 36 x 37 cm,Sculptures,,,,1975_31.jpg,10414,414,publish
catalogo,10419,1975 64,Progetto per monumento / (Project for Monument),circa 1975,"plaster, asbestos, brass and painted fabric",60 x 50 x 55 cm,Sculptures,,,,1975_64.jpg,10419,419,publish
catalogo,10421,1981 3B,Senza titolo / (Untitled),1981,plaster and mixed media,50 x 70 cm,bas reliefs,plaster/others,,,1981_3B.jpg,10421,421,publish
catalogo,10421,1981 4,Alba e tramonto / (Sunrise and Sunset),1981,stainless steel and brass,800 x 500 x 80 cm,Sculptures,,,,1981_4.jpg,10421,421,publish
catalogo,10422,1984 15,Perché correre? / (Why Run?),1984,brass,87 x 44 x 44 cm,Sculptures,,,,1984_15.jpg,10422,422,publish
catalogo,10425,1977 24,Il fantino / (The Jockey),1977,"brass, painted brass and painted paper","80 x 65,5 x 29 cm",Sculptures,,, ,1977_24.jpg,10425,425,publish
catalogo,10426,1975 46,A festone / (Festoon),1975,brass (prototype),52 x 11 x 10 cm,Sculptures,,,,1975_46.jpg,10426,426,publish
catalogo,10428,1976 57,La luna balletto / (The Ballet Moon),circa 1976,brass,124 x 62 x 22 cm,Sculptures,,,   ,1976_57.jpg,10428,428,publish
catalogo,10429,1969 20,Monumento ai condannati a morte / (Monument to Death-Warrant People),1969,brass,102 x 32 x 75 cm,Sculptures,,,,1969_20.jpg,10429,429,publish
catalogo,10430,1978 28,I clowns / (The Clowns),1978,brass,131 x 40 x 39 cm,Sculptures,,,,1978_28.jpg,10430,430,publish
