post_type,post_id,codice_electa,post_title,anno_opera,tax_materiali,misure_opera,tax_tipologia_opera,tax_tipo_opera,tax_subtipo_opera,esemplari_opera,file_immagine,id_import,codice_opera,post_status
catalogo,10044,1945 17,Senza titolo / (Untitled) ,circa 1945 ,terracotta,30 x 10 cm,Sculptures,,, ,1945_17.jpg,10044,44,publish
catalogo,10045,1929-1930 3,Ritratto / (Portrait) ,1929 - 1930,bronze,29 x 17 x 21 cm,Sculptures,,, ,1929-1930_3.jpg,10045,45,publish
catalogo,10046,1943 10,Senza titolo / (Untitled) ,circa 1943,terracotta,22 x 18 x 15 cm,Sculptures,,,,1943_10.jpg,10046,46,publish
catalogo,10049,1945 8,Senza titolo / (Untitled) ,circa 1945,terracotta,"18 x 15,5 x 8 cm",Sculptures,,,,1945_8.jpg,10049,49,publish
catalogo,10051,1942 2,"""Si fondano le citta'' - Progetto per l'E 42  (Progetto n. 3, gruppo B, variante n. 2) / ""The Cities are established"" - Project for the E 42 (Project No. 3, group B, variant No. 2) ",1942,clay (prototype),260 cm,Sculptures,,,,1942_2.jpg,10051,51,publish
catalogo,10054,1945 22,Senza titolo / (Untitled),circa 1945,terracotta,"24,5 x 9,5 x 9,5 cm",Sculptures,,,,1945_22.jpg,10054,54,publish
catalogo,10064,1945 16,Senza titolo / (Untitled),circa 1945 ,terracotta,25 x 25 cm,Sculptures,,, ,1945_16.jpg,10064,64,publish
catalogo,10069,1945 20,Senza titolo / (Untitled),circa 1945 ,terracotta,35 x 30 cm,Sculptures,,, ,1945_20.jpg,10069,69,publish
catalogo,10071,1945 35,Senza titolo / (Untitled),circa 1945,terracotta,23 x 21 x 19 cm,Sculptures,,,,1945_35.jpg,10071,71,publish
catalogo,10073,1948 4,Senza titolo / (Untitled) ,1948,glazed ceramic,58 cm,Sculptures,,,,1948_4.jpg,10073,73,publish
catalogo,10082,1945 29,Diavolessa / (She-Devil),circa 1945,terracotta,19 x 9 x 9 cm   ,Sculptures,,,,1945_29.jpg,10082,82,publish
catalogo,10086,1933 12,Senza titolo / (Untitled) ,circa 1933 ,plaster,47 x 12 x 15 cm,Sculptures,,,,1933_12.jpg,10086,86,publish
catalogo,10087,1946-1947 1,Senza titolo / (Untitled) ,1946-1947,glazed ceramic,60 x 20 cm ,Sculptures,,,,1946-1947_1.jpg,10087,87,publish
catalogo,10091,1930 6,Madonna con Bambino / (Madonna with Child),circa 1930 ,clay (Richard Ginori prototype edition),h. 30 cm,Sculptures,,,,1930_6.jpg,10091,91,publish
catalogo,10103,1929 3,Ritratto / (Portrait) ,circa 1929,plaster,,Sculptures,,, ,1929_3.jpg,10103,103,publish
catalogo,10104,1933 24,Senza titolo / (Untitled) ,circa 1933,terracotta,15 x 7 x 5 cm,Sculptures,,,,1933_24.jpg,10104,104,publish
catalogo,10127,1943 18,Senza titolo / (Untitled) ,circa 1943,terracotta,"37,5 x 19 x 12 cm",Sculptures,,,,1943_18.jpg,10127,127,publish
catalogo,10137,1947 2,Due nudi / (Two Nudes),circa 1947 ,glazed ceramic,26 x 15 x 5 cm,Sculptures,,,,1947_2.jpg,10137,137,publish
catalogo,10151,1933 19,Senza titolo / (Untitled),circa 1933,terracotta,"31 x 14 x 15,5 cm",Sculptures,,,,1933_19.jpg,10151,151,publish
catalogo,10171,1943 17,Senza titolo / (Untitled) ,circa 1943 ,plaster,"40 x 13,5 x 11 cm",Sculptures,,,,1943_17.jpg,10171,171,publish
catalogo,10176,1950 5,Senza titolo / (Untitled),1950,glazed ceramic,50 x 20 cm,Sculptures,,,,1950_5.jpg,10176,176,publish
catalogo,10181,1939-1940 11,San Tomaso Apostolo / (Saint Thomas Apostle),1939-1940,bronze,,Sculptures,,, ,1939-1940_11.jpg,10181,181,publish
catalogo,10186,1943 16,Senza titolo / (Untitled),circa 1943,terracotta,20 x 13 x 14 cm,Sculptures,,,,1943_16.jpg,10186,186,publish
catalogo,10191,1933 17,Senza titolo / (Untitled) ,circa 1933 ,terracotta,33 x 10 x 8 cm,Sculptures,,,,1933_17.jpg,10191,191,publish
catalogo,10193,1950 8,Kore ,1950,terracotta,63 x 12 cm,Sculptures,,,,1950_8.jpg,10193,193,publish
catalogo,10220,1950 4,Cariatide / (Caryatid),1950,glazed polychrome ceramic,155 x 63 x 90 cm,Sculptures,,,,1950_4.jpg,10220,220,publish
catalogo,10240,1945 6,Senza titolo / (Untitled) ,circa 1945 ,terracotta,19 x 30 x 25 cm,Sculptures,,,,1945_6.jpg,10240,240,publish
catalogo,10246,1929 4,Ritratto (di Neven du Mont) / Portrait (of Neven du Mont),circa 1929 ,bronze,,Sculptures,,, ,1929_4.jpg,10246,246,publish
catalogo,10260,1932 2,Madonna con Bambino / (Madonna with Child),circa 1932 ,plaster,20 x 19 x 16 cm,Sculptures,,,  ,1932_2.jpg,10260,260,publish
catalogo,10292,1929-1930 1,Ritratto (della madre Albina Fait) / Portrait (of the Mother Albina Fait),1929-1930,plaster,,Sculptures,,, ,1929-1930_1.jpg,10292,292,publish
catalogo,10314,1948 3,Arcidiavolo / (The Archfiend),1948,glazed polychrome ceramic,60 x 22 x 14 cm,Sculptures,,,,1948_3.jpg,10314,314,publish
catalogo,10329,1929-1930 2,Ritratto (della madre Albina Fait) / Portrait (of the Mother Albina Fait),1929-1930,bronze,31 x 19 x 24 cm,Sculptures,,,,1929-1930_2.jpg,10329,329,publish
catalogo,10332,1932 3,Madonna con Bambino / (Madonna with Child),circa 1932,plaster,"37 x 24 x 10,5 cm",Sculptures,,,,1932_3.jpg,10332,332,publish
catalogo,10333,1930 1,Volto / (Face),1930,marble,"22 x 13,5 x 16 cm",Sculptures,,,Edition of 2,1930_1.jpg,10333,333,publish
catalogo,10360,1930 3,San Cristoforo / (Saint Christopher),circa 1930 ,clay (Richard Ginori prototype edition - colours or in black and gold ),h. 35 cm,Sculptures,,, ,1930_3.jpg,10360,360,publish
catalogo,10368,1933 1,Mattino / (Morning),1933,plaster,,Sculptures,,,,1933_1.jpg,10368,368,publish
catalogo,10393,1951-1952 5,Kore ,1951-1952,terracotta,"44,5 x 10,4 x 7,8 cm",Sculptures,,,,1951-1952_5.jpg,10393,393,publish
catalogo,10398,1939-1940 10,Annunciazione / (The Annunciation),1939-1940,polished terracotta ,"Angel 24,5 x 10 x 5,5 cm / Madonna 24 x 9 x 6,5 cm",Sculptures,,,,1939-1940_10.jpg,10398,398,publish
catalogo,10400,1940 2,L' Angelo della sera / (The Angel of the Evening),circa 1940 ,plaster (prototype),,Sculptures,,,,1940_2.jpg,10400,400,publish
catalogo,10404,1933 25,Senza titolo / (Untitled),circa 1933,plaster,56 x 38 x 25 cm,Sculptures,,,,1933_25.jpg,10404,404,publish
catalogo,10405,1933 6,Euridice / (Eurydice),1933,painted plaster ,h. 117 cm,Sculptures,,,,1933_6.jpg,10405,405,publish
catalogo,10409,1945 30,Cavaliere / (Knight),circa 1945 ,painted terracotta,"39,5 x 19,5 x 13 cm",Sculptures,,,,1945_30.jpg,10409,409,publish
catalogo,10435,1946-1947 4,Senza titolo / (Untitled) ,1946-1947,glazed ceramic,60 x 20 cm,Sculptures,,,,1946-1947_4.jpg,10435,435,publish
catalogo,10438,1938 1,Senza titolo / (Untitled) ,circa 1938 ,polished terracotta,26 x 22 cm,Sculptures,,,,1938_1.jpg,10438,438,publish
catalogo,10440,1943 3,Madonna / (Madonna),circa 1943 ,terracotta,31 x 24 x 6 cm,Sculptures,,,,1943_3.jpg,10440,440,publish
catalogo,10442,1932 1,Madonna con Bambino / (Madonna with Child),circa 1932,bronze ,36 x 9 x 14 cm,Sculptures,,,Edition of 2,1932_1.jpg,10442,442,publish
catalogo,10446,1946-1947 2,Senza titolo / (Untitled) ,1946-1947,glazed ceramic,60 x 20 cm ,Sculptures,,,,1946-1947_2.jpg,10446,446,publish
catalogo,10448,1933 7,La predicazione del Battista (fonte battesimale) / The Predication of the Baptist (baptismal font),circa 1933,bronze,,Sculptures,,,,1933_7.jpg,10448,448,publish
catalogo,10458,1938 3,Progetto per fontana - Progetto per l'E 42 / (Project for Fountain - Project for the E 42),circa 1938 ,plaster (prototype),,Sculptures,,,,1938_3.jpg,10458,458,publish
catalogo,10467,1933 4,La cena in Emmaus / (The Supper at Emmaus),1933,bronze,88 x 57 x 30 cm,Sculptures,,,,1933_4.jpg,10467,467,publish
catalogo,10485,1933 10,Senza titolo / (Untitled) ,circa 1933,terracotta,28 x 17 x 23 cm,Sculptures,,,,1933_10.jpg,10485,485,publish
catalogo,10489,1943 4,Ritratto / (Portrait),1943,plaster (prototype),27 x 17 x 21 cm,Sculptures,,,,1943_4.jpg,10489,489,publish
catalogo,10504,1946-1947 6,Senza titolo / (Untitled) ,1946-1947,glazed ceramic,55 x 28 x 16 cm,Sculptures,,, ,1946-1947_6.jpg,10504,504,publish
catalogo,10513,1948-1949 9,Senza titolo / (Untitled) ,1948-1949,glazed ceramic,50 x 20 cm,Sculptures,,,,1948-1949_9.jpg,10513,513,publish
catalogo,10518,1932-1933 1,Tomba Orombelli / (Orombelli Grave),1932-1933,bronze,Cristo benedicente (Blessing Christ) (155 x 94 x 13 cm); Sant'Ambrogio (Saint Ambrose) (115 x 94 x 13 cm); San Carlo (Saint Charles) (115 x 68 x 13 cm); Fregio (Frieze) (45 x 85 cm),Sculptures,,, ,1932-1933_1.jpg,10518,518,publish
catalogo,10535,1933 9,Volto / (Face),circa 1933 ,plaster,"22 x 13,5 x 16 cm",Sculptures,,, ,1933_9.jpg,10535,535,publish
catalogo,10537,1945 9,Senza titolo / (Untitled) ,circa 1945 ,terracotta,"29,5 x 20 x 12 cm",Sculptures,,,,1945_9.jpg,10537,537,publish
catalogo,10543,1945 37,Senza titolo / (Untitled) ,circa 1945 ,terracotta,"13 x 52,5 x 4 cm",Sculptures,,,,1945_37.jpg,10543,543,publish
catalogo,10545,1941 2,"""Si redimono i campi"" - Progetto per l'E 42  (Progetto n. 3, gruppo A, variante n. 3) / ""The Fields are liberated"" - Project for the E 42 (Project No. 3, group A, variant No. 3)",1941,plaster (prototype),,Sculptures,,,,1941_2.jpg,10545,545,publish
catalogo,10563,1948-1949 8,Annunciazione / (The Annunciation),1948-1949,glazed ceramic,,Sculptures,,,,1948-1949_8.jpg,10563,563,publish
catalogo,10564,1948-1949 7,Senza titolo / (Untitled) ,1948-1949,glazed ceramic,70 x 20 cm  ,Sculptures,,,,1948-1949_7.jpg,10564,564,publish
catalogo,10573,1933 11,Senza titolo / (Untitled) ,circa 1933,plaster,"22 x 21 x 23,5 cm",Sculptures,,,,1933_11.jpg,10573,573,publish
catalogo,10575,1945 26,Diavolo / (Devil),circa 1945,terracotta ,30 x 10 x 6 cm ,Sculptures,,,,1945_26.jpg,10575,575,publish
catalogo,10584,1940-1941 2,"Progetto per l'E 42 (Progetto n. 2, varianti n. 1 e 2 ) / Project for the E 42 (Project No. 2, variations No. 1 and 2)",1940-1941,terracotta (prototype),,Sculptures,,,,1940-1941_2.jpg,10584,584,publish
catalogo,10586,1950 6,Senza titolo / (Untitled) ,1950,glazed ceramic,h. 50 cm   ,Sculptures,,,,1950_6.jpg,10586,586,publish
catalogo,10594,1948-1949 3,Senza titolo /  (Untitled),1948-1949,glazed polychrome ceramic,56 x 20 x 20 cm,Sculptures,,,   ,1948-1949_3.jpg,10594,594,publish
catalogo,10601,1940-1941 4,"""Si redimono i campi"" - Progetto per l'E 42 (Progetto n. 3, gruppo A, variante n. 1) / ""The Fields are liberated"" - Project for the E 42 (Project No. 3, group A, variant No. 1)",1940-1941,terracotta (prototype),,Sculptures,,,,1940-1941_4.jpg,10601,601,publish
catalogo,10604,1933 22,Dafne / (Daphne),circa 1933,plaster,47 x 22 x 9 cm,Sculptures,,,,1933_22.jpg,10604,604,publish
catalogo,10619,1940-1941 3,"""Si redimono i campi, si fondano le città"" - Progetto per l'E 42 (Progetto n. 3, gruppo A, variante n. 2, gruppo B) / ""The Fields are liberated, the Cities are established"" - Project for the E 42 (Project No. 3, group A, variant No. 2, group B)",1940-1941,terracotta (prototype),,Sculptures,,,,1940-1941_3.jpg,10619,619,publish
catalogo,10621,1943 23,Demetra ,circa 1943,terracotta,"20,5 x 19 x 7 cm",Sculptures,,,,1943_23.jpg,10621,621,publish
catalogo,10627,1943 11,Senza titolo / (Untitled),circa 1943 ,plaster,"23,5 x 14,5 x 12 cm",Sculptures,,,,1943_11.jpg,10627,627,publish
catalogo,10629,1943 12,Senza titolo / (Untitled),circa 1943 ,terracotta,21 x 18 x 17 cm,Sculptures,,,,1943_12.jpg,10629,629,publish
catalogo,10630,1943 25,Senza titolo / (Untitled),circa 1943 ,terracotta,25 x 16 x 7 cm,Sculptures,,,,1943_25.jpg,10630,630,publish
catalogo,10631,1945 11,Senza titolo / (Untitled),circa 1945,terracotta,23 x 12 x 10 cm,Sculptures,,,,1945_11.jpg,10631,631,publish
catalogo,10633,1945 24,Senza titolo / (Untitled),circa 1945,terracotta,"10,5 x 4,5 x 2,5 cm; 8 x 2 x 3 cm",Sculptures,,,,1945_24.jpg,10633,633,publish
catalogo,10635,1945 27,Diavolo / (Devil) ,circa 1945,terracotta,31 x 6 x 10 cm,Sculptures,,,,1945_27.jpg,10635,635,publish
catalogo,10637,1949 2,Senza titolo / (Untitled) ,circa 1949,glazed ceramic,48 x 22 x 11 cm,Sculptures,,,,1949_2.jpg,10637,637,publish
catalogo,10639,1948-1949 6,Senza titolo / (Untitled) ,1948-1949,glazed ceramic,70 x 20 cm ,Sculptures,,,,1948-1949_6.jpg,10639,639,publish
catalogo,10651,1943 5,Ritratto / (Portrait),1943,bronze,25 cm,Sculptures,,,,1943_5.jpg,10651,651,publish
catalogo,10653,1939-1940 9,San Tommaso / (Saint Thomas),1939-1940,marble,,Sculptures,,,,1939-1940_9.jpg,10653,653,publish
catalogo,10660,1930 2,Le tre Grazie al bagno / (The Three Graces at Bath),circa 1930 ,slip cast luster ceramic (Richard Ginori edition - colours or in black and gold),34 x 16 cm,Sculptures,,,,1930_2.jpg,10660,660,publish
catalogo,10665,1943 20,Senza titolo / (Untitled),circa 1943,plaster,"40,5 x 28 x 12,5 cm",Sculptures,,,,1943_20.jpg,10665,665,publish
catalogo,10666,1943 24,Senza titolo / (Untitled),circa 1943,clay,"15 x 13,5 x 8,5 cm",Sculptures,,,,1943_24.jpg,10666,666,publish
catalogo,10667,1940 3,Tomba Manusardi (L'Angelo della sera) / Manusardi Grave (The Angel of the Evening),1940,Montorfano stone,5 x 5 x 3 m,Sculptures,,,,1940_3.jpg,10667,667,publish
catalogo,10669,1946-1947 8,Senza titolo / (Untitled) ,1946-1947,glazed ceramic,"83,5 x 24 cm",Sculptures,,,,1946-1947_8.jpg,10669,669,publish
catalogo,10671,1933 2,Deposizione / (The Deposition),1933,bronze and wood base,78 x 60 x 26 cm,Sculptures,,,,1933_2.jpg,10671,671,publish
catalogo,10672,1948-1949 11,Senza titolo / (Untitled) ,1948-1949,glazed ceramic,60 x 20 cm (each element) ,Sculptures,,,,1948-1949_11.jpg,10672,672,publish
catalogo,10673,1943 13,Senza titolo / (Untitled) ,circa 1943 ,glazed ceramic,"47 x 33,5 x 27 cm",Sculptures,,,,1943_13.jpg,10673,673,publish
catalogo,10679,1938 2,Cavallo - Progetto per l'E 42 (Progetto n. 1) / Horse - Project for the E 42 (Project No. 1),1938,plaster and wood (prototype),,Sculptures,,,,1938_2.jpg,10679,679,publish
catalogo,10686,1945 5,Animale sbagliato / (Wrong Animal),circa 1945 ,terracotta,"7,5 x 10 x 7 cm",Sculptures,,,,1945_5.jpg,10686,686,publish
catalogo,10699,1945 7,Senza titolo / (Untitled) ,circa 1945,terracotta,"21 x 32,5 x 31 cm",Sculptures,,,,1945_7.jpg,10699,699,publish
catalogo,10702,1943 15,Senza titolo / (Untitled) ,circa 1943 ,terracotta,26 x 16 x 15 cm,Sculptures,,,,1943_15.jpg,10702,702,publish
catalogo,10705,1948-1949 12,Senza titolo / (Untitled) ,1948-1949,glazed ceramic,60 x 20 cm,Sculptures,,,,1948-1949_12.jpg,10705,705,publish
catalogo,10706,1933 23,Dafne / (Daphne),circa 1933,glazed ceramic,47 x 22 x 9 cm,Sculptures,,,,1933_23.jpg,10706,706,publish
catalogo,10709,1930 7,Madonna con Bambino / (Madonna with Child),circa 1930 ,majolica,32 x 23 x 13 cm,Sculptures,,,  ,1930_7.jpg,10709,709,publish
catalogo,10711,1945 10,Senza titolo / (Untitled) ,circa 1945,terracotta ,42 x 21 x 22 cm ,Sculptures,,,,1945_10.jpg,10711,711,publish
catalogo,10713,1945 18,Senza titolo / (Untitled),circa 1945,terracotta,21 x 12 x 8 cm,Sculptures,,,,1945_18.jpg,10713,713,publish
catalogo,10724,1943 21,Senza titolo / (Untitled),circa 1943,terracotta,"38,5 x 16 x 24 cm",Sculptures,,,,1943_21.jpg,10724,724,publish
catalogo,10726,1943 7,Senza titolo / (Untitled) ,circa 1943,bronze  ,"13,5 x 11,5 x 11 cm",Sculptures,,,Edition of 2,1943_7.jpg,10726,726,publish
catalogo,10741,1950 14,Senza titolo / (Untitled) ,circa 1950,glazed ceramic,"34 x 14,5 x 10 cm",Sculptures,,,,1950_14.jpg,10741,741,publish
catalogo,10745,1939-1940 1,La Decorazione / (The Decoration),1939-1940,plaster (prototype),,Sculptures,,,,1939-1940_1.jpg,10745,745,publish
catalogo,10748,1945 13,Senza titolo /  (Untitled),circa 1945,terracotta,"15,5 x 10 x 8 cm",Sculptures,,,,1945_13.jpg,10748,748,publish
catalogo,10752,1946-1947 7,Senza titolo / (Untitled) ,1946-1947,glazed polychrome ceramic,"85 x 26 x 28 cm; base 25,4 x 25,4 x h. 2 cm",Sculptures,,,,1946-1947_7.jpg,10752,752,publish
catalogo,10754,1945 28,Diavolo / (Devil) ,circa 1945,terracotta,"30 x 12 x 6,5 cm",Sculptures,,,,1945_28.jpg,10754,754,publish
catalogo,10765,1948-1949 13,Senza titolo / (Untitled) ,1948-1949,glazed ceramic,60 x 20 cm,Sculptures,,,,1948-1949_13.jpg,10765,765,publish
catalogo,10773,1946 2,Senza titolo / (Untitled) ,circa 1946 ,glazed ceramic,"22 x 7,5 x 10 cm",Sculptures,,,,1946_2.jpg,10773,773,publish
catalogo,10776,1946-1947 3,Autunno / (Autumn),1946-1947,glazed ceramic,60 x 20 cm,Sculptures,,,,1946-1947_3.jpg,10776,776,publish
catalogo,10778,1947 1,Cristo al sepolcro / (Christ at the Sepulcre),1947,glazed ceramic,,Sculptures,,,,1947_1.jpg,10778,778,publish
catalogo,10797,1935 16,Scultura n. 25 / (Sculpture No. 25),1935 (1968),plaster,92 x 56 x 10 cm,Sculptures,,, ,1935_16.jpg,10797,797,publish
catalogo,10802,1940-1941 1,"Progetto per l' E 42 (Progetto n. 2, A B C D) / Project for the E 42 (Project No. 2, A B C D)",1940-1941,terracotta (prototype),,Sculptures,,,,1940-1941_1.jpg,10802,802,publish
catalogo,10812,1945 44,Senza titolo / (Untitled) ,circa 1945,terracotta,24 cm,Sculptures,,,,1945_44.jpg,10812,812,publish
catalogo,10817,1948-1949 1,Senza titolo / (Untitled) ,1948-1949,terracotta,50 x 20 cm,Sculptures,,,,1948-1949_1.jpg,10817,817,publish
catalogo,10818,1945 40,Senza titolo / (Untitled) ,circa 1945,terracotta,41 x 16 x 12 cm,Sculptures,,,,1945_40.jpg,10818,818,publish
catalogo,10821,1948-1949 4,Senza titolo / (Untitled) ,1948-1949,glazed ceramic,"46,5 x 17,5 x 11,5 cm",Sculptures,,,,1948-1949_4.jpg,10821,821,publish
catalogo,10823,1945 34,L'Eco / (The Echo),circa 1945,terracotta,"38 x 32,8 x 16 cm",Little Theaters,,, ,1945_34.jpg,10823,823,publish
catalogo,10824,1948-1949 5,Senza titolo / (Untitled) ,1948-1949,glazed ceramic,50 x 20 cm,Sculptures,,,,1948-1949_5.jpg,10824,824,publish
catalogo,10825,1942 5,"Si fondano le citta'' - Progetto per l' E 42  (Progetto n. 3, gruppo B, variante n. 2, particolare) / ""The Cities are established"" - Project for the E 42 (Project No. 3, group B, variant No. 2, detail)",1942,plaster (prototype),260 cm,Sculptures,,,,1942_5.jpg,10825,825,publish
catalogo,10829,1943 22,Senza titolo / (Untitled),circa 1943,terracotta,30 x 9 x 6 cm,Sculptures,,,,1943_22.jpg,10829,829,publish
catalogo,10834,1948-1949 10,Senza titolo / (Untitled) ,1948-1949,glazed ceramic,80 x 20 cm,Sculptures,,,,1948-1949_10.jpg,10834,834,publish
catalogo,10835,1935 17,Scultura n. 25 / (Sculpture No. 25),1935 (1976),plexiglass,184 x 112 x 20 cm,Sculptures,,,,1935_17.jpg,10835,835,publish
catalogo,10843,1945 31,Città / (City),circa 1945,terracotta,30 x 33 x 9 cm,Sculptures,,,,1945_31.jpg,10843,843,publish
catalogo,10844,1943 27,Senza titolo / (Untitled) ,circa 1943,glazed ceramic,32 x 29 x    cm,Sculptures,,,,1943_27.jpg,10844,844,publish
catalogo,10846,1947 3,La follia / (Madness),circa 1947,glazed polychrome ceramic,"57 x 19,5 x 17 cm",Sculptures,,,,1947_3.jpg,10846,846,publish
catalogo,10847,1943 1,"""Si redimono i campi"" - Progetto per l'42  (Progetto n. 3, gruppo A, variante n. 4, particolare della Maternità) / ""The Fileds are liberated - Project for the E 42 (Project No. 3, group A, variant No. 4, Mother and Child, detail)",1943,marble,520 cm,Sculptures,,,,1943_1.jpg,10847,847,publish
catalogo,10855,1933 20,Bambina che ascolta una conchiglia / (Little Girl Listening to a Shell),circa 1933 ,plaster,76 x 25 x 20 cm,Sculptures,,,,1933_20.jpg,10855,855,publish
catalogo,10856,1942 6,"""Si fondano le citta'' - Progetto per l'E 42  (Progetto n. 3, gruppo B, variante n. 2, particolare) / ""The Cities are established"" - Project for the E 42 (Project No. 3, group A, variant No. 2, detail)",1942,plaster (prototype),260 cm,Sculptures,,,,1942_6.jpg,10856,856,publish
catalogo,10862,1943 2,"""Si redimono i campi"" - Progetto per l'E 42  (Progetto n. 3, gruppo A, variante n. 4, particolare) / ""They Fields are liberated - Project for the E 42 (Project No. 3, group A, variant No. 4, detail)",1943,marble,520 cm,Sculptures,,,,1943_2.jpg,10862,862,publish
catalogo,10864,1943 6,Senza titolo / (Untitled) ,circa 1943,plaster (prototype),14 x 12 x 11 cm,Sculptures,,,,1943_6.jpg,10864,864,publish
catalogo,10866,1930 4,San Cristoforo / (Saint Christopher),circa 1930,slip cast luster ceramic (Richard Ginori edition - colours or in black and gold),h. 35 cm,Sculptures,,, ,1930_4.jpg,10866,866,publish
catalogo,10868,1933 3,La cena in Emmaus / (The Supper at Emmaus),1933,plaster,85 x 65 x 30 cm,Sculptures,,,,1933_3.jpg,10868,868,publish
catalogo,10869,1948-1949 14,Senza titolo / (Untitled) ,1948-1949,glazed polychrome ceramic,h. 76 x 26 base cm,Sculptures,,,,1948-1949_14.jpg,10869,869,publish
catalogo,10874,1945 21,Senza titolo / (Untitled),circa 1945,terracotta,19 x 14 x 6 cm,Sculptures,,,,1945_21.jpg,10874,874,publish
catalogo,10886,1940 1,Angelo / (Angel),1940,marble,,Sculptures,,,,1940_1.jpg,10886,886,publish
catalogo,10891,1939-1940 3,La Pittura / (The Painting),1939-1940,plaster (prototype),103 x 52 x 43 cm,Sculptures,,,,1939-1940_3.jpg,10891,891,publish
catalogo,10901,1939-1940 4,L'Architettura / (The Architecture),1939-1940,plaster (prototype),103 x 36 x 42 cm,Sculptures,,,,1939-1940_4.jpg,10901,901,publish
catalogo,10903,1945 23,Senza titolo / (Untitled),circa 1945 ,terracotta,"34 x 10 x 9,5 cm",Sculptures,,,,1945_23.jpg,10903,903,publish
catalogo,10906,1933 14,Senza titolo / (Untitled) ,circa 1933,painted terracotta,26 x 9 x 5 cm,Sculptures,,,,1933_14.jpg,10906,906,publish
catalogo,10907,1948-1949 15,Senza titolo / (Untitled) ,1948-1949,glazed ceramic,80 x 20 cm,Sculptures,,,,1948-1949_15.jpg,10907,907,publish
catalogo,10909,1943 8,Senza titolo / (Untitled),circa 1943,bronze  ,20 x 15 x 16 cm,Sculptures,,,Edition of 3,1943_8.jpg,10909,909,publish
catalogo,10912,1950 2,L'angelo dell'Apocalisse / (Angel of the Apocalypse),1950,glazed polychrome ceramic,62 x 25 x 25 cm,Sculptures,,,,1950_2.jpg,10912,912,publish
catalogo,10913,1942 4,"Si redimono i campi' - Progetto per l'E 42  (Progetto n. 3, gruppo A, variante n. 4, particolare) /  ""The Fields are liberated - Project for the E42 (Project No. 3, variant No. 4, detail)",1942,plaster (prototype),260 cm,Sculptures,,,,1942_4.jpg,10913,913,publish
catalogo,10914,1933 29,La conversazione (Nudo di donna sdraiato) / The Conversation (Lying down Nude Woman),circa 1933,bronze on alabaster base,72 x 158 x 52 cm  ,Sculptures,,,,1933_29.jpg,10914,914,publish
catalogo,10973,1945 1,I filosofi / (Philosophers),1945,terracotta,"23 x 17 x 11,5 cm; 21 x 14,5 x 13 cm",Sculptures,,, ,1945_1.jpg,10973,973,publish
catalogo,10980,1937 1,Senza titolo / (Untitled) ,1937,marble (figure in stone),280 x 280  cm,Sculptures,,,,1937_1.jpg,10980,980,publish
