post_type,post_id,codice_electa,post_title,anno_opera,tax_materiali,misure_opera,tax_tipologia_opera,tax_tipo_opera,tax_subtipo_opera,esemplari_opera,file_immagine,id_import,codice_opera,post_status
catalogo,10986,1945 25,Senza titolo / (Untitled),circa 1945,terracotta,17 x 8 x 7 cm,Sculptures,,,,1945_25.jpg,10986,986,publish
catalogo,10994,1950 3,Cariatide / (Caryatid),1950,glazed polychrome ceramic,157 x 93 x 73 cm,Sculptures,,,,1950_3.jpg,10994,994,publish
catalogo,10996,1950 7,Senza titolo / (Untitled) ,1950,glazed polychrome ceramic,54 x 27 x 27 cm,Sculptures,,,,1950_7.jpg,10996,996,publish
catalogo,11006,1939-1940 7,La Pittura / (The Painting),1939-1940,plaster,,Sculptures,,,,1939-1940_7.jpg,11006,1006,publish
catalogo,11009,1935 18,Scultura n. 25 / (Sculpture No. 25),1935 (1980),plaster,92 x 56 x 10 cm,Sculptures,,, ,1935_18.jpg,11009,1009,publish
catalogo,11010,1949 1,Tomba Bicchierai (Croce) / Bicchierai Grave (Holy Cross),1949,iron,,Sculptures,,,,1949_1.jpg,11010,1010,publish
catalogo,11024,1933 15,Senza titolo / (Untitled) ,circa 1933,plaster and wood,97 x 32 x 36 cm,Sculptures,,,,1933_15.jpg,11024,1024,publish
catalogo,11029,1933 16,Senza titolo / (Untitled) ,circa 1933 ,plaster,75 x 33 x 26 cm,Sculptures,,,,1933_16.jpg,11029,1029,publish
catalogo,11034,1934 5,Scultura n. 12 / (Sculpture No. 12),1934 (1976),plexiglass,114 x 115 x 38 cm,Sculptures,,,,1934_5.jpg,11034,1034,publish
catalogo,11035,1945 41,Senza titolo / (Untitled),circa 1945 ,terracotta,40 cm,Sculptures,,,,1945_41.jpg,11035,1035,publish
catalogo,11037,1951 8,Edicola Achille / (Achilles Aedicule),1951,green patina bronze casting ,220 cm,Sculptures,,, ,1951_8.jpg,11037,1037,publish
catalogo,11038,1948 5 /5-1,Cicogna / (Stork),1948,glazed ceramic,66 x 28 x 25 cm,Sculptures,,,,1948_5_/5-1.jpg,11038,1038,publish
catalogo,11043,1935 19,Scultura n. 15 / (Sculpture No. 15),1935 (1976),plexiglass,145 x 140 x 21 cm,Sculptures,,,Edition of 2,1935_19.jpg,11043,1043,publish
catalogo,11052,1933 5,Senza titolo / (Untitled) ,1933,plaster,,Sculptures,,,,1933_5.jpg,11052,1052,publish
catalogo,11060,1934 4,Scultura n. 11 / (Sculpture No. 11),1934 (1968),plaster,"80 x 70 x 14,5 cm",Sculptures,,,Edition of 2 + 1 AP,1934_4.jpg,11060,1060,publish
catalogo,11065,1935 20,Scultura n. 14 / (Sculpture No. 14),1935 (1983),stainless steel,290 x 100 x 80 cm,Sculptures,,,,1935_20.jpg,11065,1065,publish
catalogo,11073,1935 13,Scultura n. 21 / (Sculpture No. 21),1935 (1968),stainless steel and nickel-plated iron,55 x 35 x 35 cm,Sculptures,,,Edition of 2 + 1 AP,1935_13.jpg,11073,1073,publish
catalogo,11090,1945 33,Teatrino / (Little Theater),circa 1945,terracotta,"21,5 x 12,5 x 8 cm",Sculptures,,, ,1945_33.jpg,11090,1090,publish
catalogo,11097,1935 7,Scultura n. 24 / (Sculpture No. 24),1935,plaster and iron,"91 x 90 x 4,8 cm",Sculptures,,,,1935_7.jpg,11097,1097,publish
catalogo,11115,1930-1931 1,Icaro che sfugge alle stelle / (Icarus Fleeing from Stars),1930-1931,mirror and nickel-plated iron,,Sculptures,,,  ,1930-1931_1.jpg,11115,1115,publish
catalogo,11117,1939-1940 2,La Decorazione / (The Decoration),1939-1940,plaster (prototype),103 x 44 x 42 cm,Sculptures,,,,1939-1940_2.jpg,11117,1117,publish
catalogo,11137,1935 11,Scultura n. 16 / (Sculpture No. 16),1935 (1968),plaster ,"90 x 90 x 6,3 cm",Sculptures,,,Edition of 3 + 1 AP,1935_11.jpg,11137,1137,publish
catalogo,11138,1935 1,Scultura n. 14 / (Sculpture No. 14),1935,nickel-plated iron,100 x 35 x 28 cm,Sculptures,,,,1935_1.jpg,11138,1138,publish
catalogo,11141,1934 2,Scultura n. 12 / (Sculpture No. 12),1934,plaster,"55 x 55 x 15,5 cm",Sculptures,,,,1934_2.jpg,11141,1141,publish
catalogo,11142,1935 2,Scultura n. 15 / (Sculpture No. 15),1935,plaster,"76,5 x 69,5 x 8 cm",Sculptures,,, ,1935_2.jpg,11142,1142,publish
catalogo,11145,1935 6,Scultura n. 23 / (Sculpture No. 23),1935,plaster,"91 x 90 x 6,5 cm",Sculptures,,,,1935_6.jpg,11145,1145,publish
catalogo,11151,1935 5,Scultura n. 21 / (Sculpture No. 21),1935,nickel-plated iron,55 x 35 x 35 cm,Sculptures,,,   ,1935_5.jpg,11151,1151,publish
catalogo,11153,1935 12,Scultura n. 17 / (Sculpture No. 17),1935 (1968),stainless steel ,"196,8 x 59,3 x 24 cm",Sculptures,,,Edition of 3 + 1 AP,1935_12.jpg,11153,1153,publish
catalogo,11157,1942 1,"""Si redimono i campi"" - Progetto per l'E 42  (Progetto n. 3, gruppo A, variante n. 4) / ""The Fields are liberated - Project for the E 42 (Project No. 3, group A, variant No. 4)",1942,clay (prototype),260 cm,Sculptures,,,,1942_1.jpg,11157,1157,publish
catalogo,11172,1943 9,Senza titolo / (Untitled),circa 1943 ,terracotta,20 x 12 x 16 cm,Sculptures,,,,1943_9.jpg,11172,1172,publish
catalogo,11173,1945 36,Orfeo / (Orpheus) ,circa 1945,terracotta,"26,5 x 17 x 11,5 cm",Sculptures,,,,1945_36.jpg,11173,1173,publish
catalogo,11184,1935 9,Scultura n. 14 / (Sculpture No. 14),1935 (1968),stainless steel  ,100 x 35 x 28 cm,Sculptures,,,Edition of 3 + 1 AP,1935_9.jpg,11184,1184,publish
catalogo,11194,1943 26,Senza titolo / (Untitled),circa 1943 ,terracotta,"22 x 25,5 x 13 cm",Sculptures,,,,1943_26.jpg,11194,1194,publish
catalogo,11199,1930 5,Volto / (Face),1930,painted plaster ,"22 x 13,5 x 16 cm",Sculptures,,,,1930_5.jpg,11199,1199,publish
catalogo,11204,1935 4,Scultura n. 17 / (Sculpture No. 17),1935,nickel-plated iron,"197 x 47,9 x 24 cm",Sculptures,,,,1935_4.jpg,11204,1204,publish
catalogo,11206,1939-1940 5,La Scultura / (The Sculpture),1939-1940,plaster,,Sculptures,,,,1939-1940_5.jpg,11206,1206,publish
catalogo,11213,1950 9,Senza titolo / (Untitled) ,1950,glazed ceramic,75 x 25 x 27 cm,Sculptures,,,,1950_9.jpg,11213,1213,publish
catalogo,11228,1942 3,"""Si redimono i campi"" - Progetto per l'E 42 (Progetto n. 3, gruppo A, variante n. 4, particolare della Maternità) / ""The Fields are liberated"" - Project for the E 42 (Project No. 3, group A, variant No. 4, Mother and Child, detail)",1942,plaster (prototype),260 cm,Sculptures,,,,1942_3.jpg,11228,1228,publish
catalogo,11237,1939-1940 8,L'Architettura / (The Architecture),1939-1940,plaster,,Sculptures,,,,1939-1940_8.jpg,11237,1237,publish
catalogo,11238,1943 14,Polimnia nuda / (Naked Polimnia),1943,bronzed plaster ,166 x 99 x 47 cm,Sculptures,,,,1943_14.jpg,11238,1238,publish
catalogo,11242,1944 2,Lettera a Fontana / (Letter to Fontana),1944,glazed polychrome ceramic,"23,2 x 24 x 18,6 cm ",Sculptures,,,,1944_2.jpg,11242,1242,publish
catalogo,11248,1945 38,Orfeo / (Orpheus) ,circa 1945 ,glazed ceramic,59 x 20 x 10 cm,Little Theaters,,, ,1945_38.jpg,11248,1248,publish
catalogo,11256,1945 42,Senza titolo / (Untitled) ,circa 1945 ,terracotta,h. 37 cm,Sculptures,,,,1945_42.jpg,11256,1256,publish
catalogo,11262,1935 10,Scultura n. 15 / (Sculpture No. 15),1935 (1968),plaster ,"71,8 x 70 x 10,3 cm",Sculptures,,,Edition of 2 + 1 AP ,1935_10.jpg,11262,1262,publish
catalogo,11271,1949 3,Le mani / (The Hands),1949,painted terracotta and brass,35 x 29 x 9 cm,Little Theaters,,, ,1949_3.jpg,11271,1271,publish
catalogo,11281,1930-1931 2,Teatrino / (Little Theater),1930-1931 (circa 1950),painted terracotta,"44,5 x 26,8 x 11 cm",Little Theaters,,,,1930-1931_2.jpg,11281,1281,publish
catalogo,11283,1935 21,Scultura n. 21 / (Sculpture No. 21),1935 (1983),stainless steel,150 x 100 x 100 cm,Sculptures,,,,1935_21.jpg,11283,1283,publish
catalogo,11287,1934 1,Scultura n. 11 / (Sculpture No. 11),1934,plaster,"80 x 70 x 14,5 cm",Sculptures,,,,1934_1.jpg,11287,1287,publish
catalogo,11340,1939-1940 6,La Decorazione / (The Decoration),1939-1940,plaster,,Sculptures,,,,1939-1940_6.jpg,11340,1340,publish
catalogo,11346,1935 8,Scultura n. 25 / (Sculpture No. 25),1935,plaster,92 x 56 x 10 cm,Sculptures,,,,1935_8.jpg,11346,1346,publish
catalogo,11378,1944 1,Storia di Arlecchino / (History of Harlequin),1944,glazed polychrome ceramic ,"30,4 x 35 x 12,5 cm",Sculptures,,,  ,1944_1.jpg,11378,1378,publish
catalogo,11382,1933-1934 1,Senza titolo / (Untitled),1933-1934,"marble, painted terracotta, concrete, ceramic, iron, enamel and golden leaf  ","182,7 x 61,3 x 21,6 cm",Sculptures,,,,1933-1934_1.jpg,11382,1382,publish
catalogo,11385,1944 4,Solo coi cerchi / (Alone with the Circles),1944,terracotta,43 x 28 x 24 cm,Little Theaters,,, ,1944_4.jpg,11385,1385,publish
catalogo,11390,1945 32,Il diavolo che tenta gli intellettuali / (The Devil that temps the Intellectuals),circa 1945 ,painted terracotta,"51,5 x 50,8 x 12,2 cm",Little Theaters,,,,1945_32.jpg,11390,1390,publish
catalogo,11392,1935 15,Scultura n. 24 / (Sculpture No. 24),1935 (1968),plaster and iron,"90 x 90 x 4,8 cm",Sculptures,,,Edition of 3 + 1 AP ,1935_15.jpg,11392,1392,publish
catalogo,11394,1935 14,Scultura n. 23 / (Sculpture No. 23),1935 (1968),plaster ,"90 x 90 x 6,5 cm",Sculptures,,,Edition of 3 + 1 AP ,1935_14.jpg,11394,1394,publish
catalogo,11395,1936 1,Costante Uomo / (Constant Man),1936,plaster,225 x 55 x 31 cm ,Sculptures,,,,1936_1.jpg,11395,1395,publish
catalogo,11396,1935 3,Scultura n. 16 / (Sculpture No. 16),1935,plaster,90 x 90 cm,Sculptures,,,  ,1935_3.jpg,11396,1396,publish
catalogo,11397,1934 6,Scultura n. 12 / (Sculpture No. 12),1934 (1968),plaster ,"55 x 55 x 15,5 cm",Sculptures,,,Edition of 3 + 1 AP ,1934_6.jpg,11397,1397,publish
catalogo,11398,1947 2B,Senza titolo / (Untilted),1947,clay,40 x 50 cm ,bas reliefs,plaster/others,,,1947_2B.jpg,11398,1398,publish
catalogo,11399,1929-1930 1B,Senza titolo / (Untitled),1929-1930,bronze,Ø 36 cm ,bas reliefs,plaster/others,,,1929-1930_1B.jpg,11399,1399,publish
catalogo,11401,1945 4B,Senza titolo / (Untitled),circa 1945,painted clay,42 x 62 x 5 cm,bas reliefs,plaster/others,,,1945_4B.jpg,11401,1401,publish
catalogo,11402,1945 5B,Senza titolo / (Untitled),circa 1945,clay,70 x 50 cm ,bas reliefs,plaster/others,,,1945_5B.jpg,11402,1402,publish
catalogo,11403,1945 7B,Senza titolo / (Untitled),circ 1945,glazed ceramic,39 x 65 cm,bas reliefs,ceramic,,,1945_7B.jpg,11403,1403,publish
catalogo,11405,1942 1B,Senza titolo / (Untitled),circa 1942,terracotta,80 x 60 cm ,bas reliefs,plaster/others,,,1942_1B.jpg,11405,1405,publish
catalogo,11407,1947 6B,Senza titolo / (Untitled),1947,clay,50 x 63 cm ,bas reliefs,plaster/others,,,1947_6B.jpg,11407,1407,publish
catalogo,11408,1944 1B,Senza titolo / (Untitled),circa 1944 ,clay,40 x 70 cm ,bas reliefs,plaster/others,,,1944_1B.jpg,11408,1408,publish
catalogo,11445,1945 6B,Senza titolo / (Untitled),circa 1945,plaster,"35 x 50 x 3,5 cm",bas reliefs,plaster/others,,,1945_6B.jpg,11445,1445,publish
catalogo,11446,1946 1B,Le donne spaventate dagli uccelli / (The Women frightened by the Birds),1946,painted clay,"37 x 89,5 x 14 cm ",bas reliefs,plaster/others,,,1946_1B.jpg,11446,1446,publish
catalogo,11447,1946 3B,Senza titolo / (Untitled),circa 1946,clay,32 x 85 x 13 cm,bas reliefs,plaster/others,,,1946_3B.jpg,11447,1447,publish
catalogo,11448,1929 1B,Ritratto (della sorella Renata Pollini) / Portrait (of the Sister Renata Pollini),circa 1929,plaster,"40,5 x 30,5 x 2 cm",bas reliefs,plaster/others,,,1929_1B.jpg,11448,1448,publish
catalogo,11449,1945 3B,Senza titolo / (Untitled),circa 1945,glazed ceramic,50 x 80 cm ,bas reliefs,ceramic,,,1945_3B.jpg,11449,1449,publish
catalogo,11451,1947 5B,Senza titolo / (Untitled),1947,clay,"49 x 79 x 6,5 cm",bas reliefs,plaster/others,, ,1947_5B.jpg,11451,1451,publish
catalogo,11457,1936 1B,Veneranda Giovanna Maria della Croce / (Venerating Joanna Mary at the Holy Cross),1936,bronze and golden mosaic,,bas reliefs,plaster/others,,,1936_1B.jpg,11457,1457,publish
catalogo,11458,1947 7B,Senza titolo / (Untitled),1947,clay,50 x 40 cm ,bas reliefs,plaster/others,,,1947_7B.jpg,11458,1458,publish
catalogo,11459,1947 9B,Il castello / (The Castle),1947,painted clay,"84 x 92 x 11,5 cm",bas reliefs,plaster/others,,,1947_9B.jpg,11459,1459,publish
catalogo,11462,1947 4B,Senza titolo / (Untitled),1947,painted clay,65 x 93 cm,bas reliefs,plaster/others,,,1947_4B.jpg,11462,1462,publish
catalogo,11463,1950 1B,Il leopardo che guarda la laguna / (The Leopard watching the Lagoon),1950,plaster and mixed media,40 x 54 cm,bas reliefs,plaster/others,,,1950_1B.jpg,11463,1463,publish
catalogo,11465,1948 8B,Senza titolo / (Untitled),circa 1948,plaster and mixed media,33 x 75 cm,bas reliefs,plaster/others,,,1948_8B.jpg,11465,1465,publish
catalogo,11467,1946 7B,Senza titolo / (Untitled),circa 1946,glazed polychrome ceramic,36 x 66 cm,bas reliefs,ceramic,,,1946_7B.jpg,11467,1467,publish
catalogo,11483,1933 1B,Amphione ,circa 1933 ,terracotta,35 x 50 cm ,bas reliefs,plaster/others,,   ,1933_1B.jpg,11483,1483,publish
catalogo,11488,1947 1B,Senza titolo / (Untitled),1947,painted clay,28 x 46 x 3 cm,bas reliefs,plaster/others,,,1947_1B.jpg,11488,1488,publish
catalogo,11491,1948 3B,Edicola Cardarelli / (Cardarelli Aedicule ),1948,marble,,bas reliefs,plaster/others,,,1948_3B.jpg,11491,1491,publish
catalogo,11492,1948 4B ,Edicola Rossi / (Rossi Aedicule),1948,marble (outside bas relief); golden and glazed bronze (altarpiece),,bas reliefs,plaster/others,,,1948_4B_.jpg,11492,1492,publish
catalogo,11497,1948 5B,Senza titolo / (Untitled),1948,painted clay,"52 x 79,5 cm",bas reliefs,plaster/others,,,1948_5B.jpg,11497,1497,publish
catalogo,11540,1947 3B / 3B-1,Senza titolo / (Untitled) ,1947,painted clay,26 x 45 x 3 cm,bas reliefs,plaster/others,,,1947_3B_/_3B-1.jpg,11540,1540,publish
catalogo,11598,1948 1B,La Resurrezione (Edicola Cardarelli) / The Resurrection (Cardarelli Aedicule),1948,plaster (prototype),,bas reliefs,plaster/others,,  ,1948_1B.jpg,11598,1598,publish
catalogo,11728,1929-1930 2B,Ritratto (della madre Albina Fait) / Portrait (of the Mother Albina Fait),1929-30,bronze,Ø 33 cm,bas reliefs,plaster/others,,,1929-1930_2B.jpg,11728,1728,publish
catalogo,11786,1942 2B,Senza titolo / (Untitled),circa 1942,terracotta,50 x 60 cm ,bas reliefs,plaster/others,,,1942_2B.jpg,11786,1786,publish
catalogo,11788,1945 2B,Senza titolo / (Untitled),circa 1945,painted clay,"50 x 70 x 8,5 cm",bas reliefs,plaster/others,, ,1945_2B.jpg,11788,1788,publish
catalogo,11795,1948 2B,La Resurrezione / (The Resurrection),1948,plaster (prototype for Aedicule Cardarelli),,bas reliefs,plaster/others,, ,1948_2B.jpg,11795,1795,publish
catalogo,11797,1948 6B,Senza titolo / (Untitled),1948,painted clay,52 x 95 cm,bas reliefs,plaster/others,,,1948_6B.jpg,11797,1797,publish
catalogo,11798,1948 7B,Senza titolo / (Untitled),1948,painted clay,54 x 53 cm,bas reliefs,plaster/others,,,1948_7B.jpg,11798,1798,publish
catalogo,11800,1946 6B,Senza titolo / (Untitled),circa 1946,glazed ceramic,45 x 75 x 3 cm,bas reliefs,ceramic,,,1946_6B.jpg,11800,1800,publish
catalogo,11803,1947 8B,Senza titolo / (Untitled),1947,painted clay,"45,5 x 87,5 x 6 cm",bas reliefs,plaster/others,,,1947_8B.jpg,11803,1803,publish
catalogo,11818,1946-1947 1B,Edicola Cella / (Aedicule),1946-1947,bronze,,bas reliefs,plaster/others,,,1946-1947_1B.jpg,11818,1818,publish
catalogo,11820,1946 2B,Dopoguerra / (Postwar Period),1946,painted clay,44 x 93 x 6 cm,bas reliefs,plaster/others,, ,1946_2B.jpg,11820,1820,publish
catalogo,11821,1946 4B,Senza titolo / (Untitled),circa 1946 ,painted clay,"54 x 67 x 6,5 cm",bas reliefs,plaster/others,, ,1946_4B.jpg,11821,1821,publish
catalogo,11823,1946 5B,Senza titolo / (Untitled),circa 1946,painted clay,"49,5 x 87,5 x 7 cm",bas reliefs,plaster/others,,,1946_5B.jpg,11823,1823,publish
catalogo,11825,1933 2B,Il silenzio / (The Silence) ,1933,plaster,87 x 68 x 9 cm,bas reliefs,plaster/others,,,1933_2B.jpg,11825,1825,publish
catalogo,11935,1932 5,Madonna con Bambino / (Madonna with Child),1932,majolica,"35,5 x 10 x 13 cm",Sculptures,,,,1932_5.jpg,11935,1935,publish
catalogo,11948,1950 22,Senza titolo / (Untitled),circa 1950 ,glazed polychrome ceramic ,26 x 9 cm,Sculptures,,,,1950_22.jpg,11948,1948,publish
catalogo,11952,1948 9,Senza titolo / (Untitled),circa 1948 ,glazed polychrome ceramic ,83 x 35 x 30 cm,Sculptures,,,,1948_9.jpg,11952,1952,publish
catalogo,11953,1949 4,L'Inverno / (The Winter),1949,glazed polychrome ceramic ,"59 x 18,4 x 16,5 cm",Sculptures,,,,1949_4.jpg,11953,1953,publish
catalogo,11954,1949 5,La Primavera / (The Spring),1949,glazed polychrome ceramic ,57 x 20 x 18 cm,Sculptures,,,,1949_5.jpg,11954,1954,publish
catalogo,11955,1949 6,L'Estate / (The Summer),1949,glazed polychrome ceramic ,"57,5 x 22,3 x 20,2 cm",Sculptures,,,,1949_6.jpg,11955,1955,publish
catalogo,11956,1949 7,L'Autunno / (The Autumn),1949,glazed polychrome ceramic ,"58,5 x 20,7 x 18,8 cm",Sculptures,,,,1949_7.jpg,11956,1956,publish
catalogo,11958,1950 1,Senza titolo / (Untitled) ,1950 ,glazed ceramic,43 x 19 x 16 cm,Sculptures,,,,1950_1.jpg,11958,1958,publish
catalogo,11960,1950 23,Pulcinella ,circa 1950,glazed polychrome ceramic,77 x 35 x 18 cm,Sculptures,,,,1950_23.jpg,11960,1960,publish
catalogo,11961,1933 26,Dafne / (Daphne),circa 1933,glazed polychrome ceramic,"46,5 x 24 x 12 cm",Sculptures,,,,1933_26.jpg,11961,1961,publish
catalogo,12050,VA 071,Vaso / (Vase),1948-1949,glazed polychrome ceramic ,55 x 22 x 18 cm,Ceramics,vases,cat vase,,VA_071.jpg,12050,2050,publish
catalogo,12075,BE 016,Giraffa / (Giraffe),circa 1960,glazed polychrome ceramic ,32 x 25 x 14 cm,Ceramics,Animals,,,BE_016.jpg,12075,2075,publish
catalogo,12096,AC 005,Acquasantiera / (Stoup),circa 1950,glazed polychrome ceramic ,"20,5 x 20 x 7 cm",Ceramics,sacred,,,AC_005.jpg,12096,2096,publish
catalogo,12117,1948 12,Gallo / (Rooster) ,circa 1948 ,glazed polychrome ceramic ,89 x 37 x 18 cm,Sculptures,,,,1948_12.jpg,12117,2117,publish
catalogo,12119,1948 11,Gallo / (Rooster) ,circa 1948 ,glazed polychrome ceramic ,94 x 37 x 20 cm,Sculptures,,,,1948_11.jpg,12119,2119,publish
catalogo,12121,ASP 005,Angelo / (Angel),circa 1950 ,glazed polychrome ceramic,28 x 21 cm,Ceramics,sacred,,,ASP_005.jpg,12121,2121,publish
catalogo,12124,VA 331,Vaso / (Vase),circa 1930 ,glazed polychrome ceramic ,"47 x 14,6 x 9,2 cm",Ceramics,Vases,,,VA_331.jpg,12124,2124,publish
catalogo,12125,VA 332,Vaso / (Vase),circa 1930 ,glazed polychrome ceramic ,"46,5 x 14,3 x 9 cm",Ceramics,Vases,,,VA_332.jpg,12125,2125,publish
catalogo,12126,VA 328,Vaso / (Vase),circa 1930 ,glazed polychrome ceramic ,35 x 20 x 12 cm,Ceramics,Vases,,,VA_328.jpg,12126,2126,publish
catalogo,12136,1950-1951 3,Senza titolo / (Untitled),1950-1951,glazed polychrome ceramic ,,Sculptures,,,,1950-1951_3.jpg,12136,2136,publish
catalogo,12149,VA 329,Vaso / (Vase),circa 1938,glazed polychrome ceramic ,h. 15 cm,Ceramics,vases,drape vase,,VA_329.jpg,12149,2149,publish
catalogo,12151,VA 330,Vaso / (Vase),circa 1930,glazed polychrome ceramic ,"47 x 14,5 x 8,8 cm",Ceramics,Vases,,,VA_330.jpg,12151,2151,publish
catalogo,12164,1949 8,Kore ,circa 1949,glazed polychrome ceramic ,102 x 22 x 20 cm,Sculptures,,,,1949_8.jpg,12164,2164,publish
catalogo,12165,VA 086,Vaso / (Vase),1950,glazed polychrome ceramic ,26 x 22 x 14 cm,Ceramics,vases,high cone vase,,VA_086.jpg,12165,2165,publish
catalogo,12204,Cb 1,Coppa / (Bowl),circa 1948 ,glazed polychrome ceramic,h. 17 x Ø 16 cm,Ceramics,Bowls,, ,Cb_1.jpg,12204,2204,publish
catalogo,12258,1950 7B,Senza titolo / (Untitled),circa 1950 ,glazed polychrome ceramic ,50 x 70 cm,bas reliefs,ceramic,,,1950_7B.jpg,12258,2258,publish
catalogo,12266,1933 27,Dafne / (Daphne) ,circa 1933 ,glazed black ceramic,"49 x 12,5 x 24,8 cm",Sculptures,,,,1933_27.jpg,12266,2266,publish
catalogo,12269,TE 001,Servizio da tè / (Tea Set),circa 1940,glazed polychrome ceramic ,"cup: 6 x Ø 10 cm; saucer: 2 x Ø 12,5 cm",Ceramics,coffee and tea set,,,TE_001.jpg,12269,2269,publish
catalogo,12270,AC 015,Acquasantiera / (Stoup),circa 1948,glazed polychrome ceramic ,"221,3 x 20,5 x 8,3 cm",Ceramics,sacred,,     ,AC_015.jpg,12270,2270,publish
catalogo,12271,VA 066,Vaso / (Vase),circa 1949,glazed polychrome ceramic ,110 x 45 x 35 cm,Ceramics,vases,bishop vase,,VA_066.jpg,12271,2271,publish
catalogo,12276,1949 9,Senza titolo / (Untitled),1949,glazed ceramic,42 x 17 cm,Sculptures,,,,1949_9.jpg,12276,2276,publish
catalogo,12277,1949 10,Senza titolo / (Untitled),1949,glazed ceramic,"45 x 12 x 8,5 cm",Sculptures,,,,1949_10.jpg,12277,2277,publish
catalogo,12335,LA 048,Lampada / (Lamp),circa 1955 ,glazed polychrome ceramic ,"h. 38 x Ø 10,5 cm",Ceramics,lamps,,,LA_048.jpg,12335,2335,publish
catalogo,12369,1950 24-C 17,Arlecchino / (Harlequin),1950,glazed ceramic,71 x 28 cm,Sculptures,,,,1950_24-C_17.jpg,12369,2369,publish
catalogo,12375,1945 8B,Senza titolo / (Untitled),circa 1945  ,glazed polychrome ceramic ,60 x 50 cm,bas reliefs,ceramic,,,1945_8B.jpg,12375,2375,publish
catalogo,12379,BA 001,Senza titolo / (Untitled),circa 1945 ,glazed ceramic ,45 x 50 cm,bas reliefs,ceramic,,,BA_001.jpg,12379,2379,publish
catalogo,12407,VA 072,Vaso / (Vase),1950,glazed polychrome ceramic ,21 x 10 x 7 cm,Ceramics,vases,high drape vase,,VA_072.jpg,12407,2407,publish
catalogo,12414,VA 076,Vaso / (Vase),1950,glazed polychrome ceramic ,"26 x 22,8 x 14,5 cm",Ceramics,vases,low cone vase,,VA_076.jpg,12414,2414,publish
catalogo,12423,VA 080,Vaso / (Vase),1950,glazed polychrome ceramic ,"26,5 x 23,5 x 12 cm",Ceramics,vases,cone vase, ,VA_080.jpg,12423,2423,publish
catalogo,12427,VA 083,Vaso / (Vase),1950,glazed polychrome ceramic ,"18,3 x 18,5 x 11 cm",Ceramics,vases,low cone vase,,VA_083.jpg,12427,2427,publish
catalogo,12428,VA 084,Vaso / (Vase),1950,glazed polychrome ceramic ,19 x 19 x 10 cm,Ceramics,vases,low cone vase,,VA_084.jpg,12428,2428,publish
catalogo,12429,VA 085,Vaso / (Vase),1950,glazed polychrome ceramic ,"18,5 x 19 x 10 cm",Ceramics,vases,low cone vase,,VA_085.jpg,12429,2429,publish
catalogo,12442,VA 088,Vaso / (Vase),1948-1949,glazed polychrome ceramic ,42 x 33 cm,Ceramics,vases,double egg vase with drape,,VA_088.jpg,12442,2442,publish
catalogo,12444,VA 089,Vaso / (Vase),1948-1949,glazed polychrome ceramic ,41 x 37 x 29 cm,Ceramics,vases,double egg vase with drape,,VA_089.jpg,12444,2444,publish
catalogo,12446,VA 091,Vaso / (Vase),1948-1949,glazed polychrome ceramic ,40 x 45 x 40 cm,Ceramics,vases,double egg vase with drape,,VA_091.jpg,12446,2446,publish
catalogo,12465,VA 102,Vaso / (Vase),circa 1948,glazed polychrome ceramic ,h. 28 x Ø 18 cm,Ceramics,vases,tube vase,,VA_102.jpg,12465,2465,publish
catalogo,12473,1948 9B,Senza titolo / (Untitled),circa 1948 ,glazed polychrome ceramic ,50 x 85 cm,bas reliefs,ceramic,,,1948_9B.jpg,12473,2473,publish
catalogo,12555,VA 176,Vaso / (Vase),1950,glazed polychrome ceramic ,32 x 14 x 11 cm,ceramics,vases,mushroom-shaped vase,,VA_176.jpg,12555,2555,publish
catalogo,12560,1945 45,Teatrino / (Little Theater),1945,glazed ceramic,35 x 40 cm,Little Theaters,,,,1945_45.jpg,12560,2560,publish
catalogo,12597,VA 213,Vaso / (Vase),1950,glazed polychrome ceramic ,h. 35 x Ø 7 cm,ceramics,vases,colletto vase,,VA_213.jpg,12597,2597,publish
catalogo,12620,VA 236,Vaso / (Vase),circa 1949 ,glazed polychrome ceramic ,h. 41 x Ø 18 cm,ceramics,vases,,,VA_236.jpg,12620,2620,publish
catalogo,12638,VA 245,Vaso / (Vase),1930,glazed ceramic,"34 x 20 x 13,5 cm",ceramics,vases,leaf vase,,VA_245.jpg,12638,2638,publish
catalogo,12641,VA 247,Vaso / (Vase),1945,glazed polychrome ceramic ,h. 19 x Ø 9 cm,ceramics,Vases,,  ,VA_247.jpg,12641,2641,publish
catalogo,12698,TE 003,Servizio da tè / (Tea Set),circa 1948,glazed polychrome ceramic ,saucer: 2 x 12 cm; cup: 5 x 10 cm,Ceramics,coffee and tea set,,,TE_003.jpg,12698,2698,publish
catalogo,12702,TE 007,Servizio da tè / (Tea Set),circa 1948,glazed polychrome ceramic ,"cup: Ø 5 cm; saucer: Ø 12,5 cm ",Ceramics,coffee and tea set,,,TE_007.jpg,12702,2702,publish
catalogo,12714,VA 272,Vaso / (Vase),1950, glazed polychrome ceramic                                                                                                                                                                                                   ,55 x 13 Ø cm,Ceramics,Vases,,,VA_272.jpg,12714,2714,publish
catalogo,12756,VA 282,Vaso / (Vase),circa 1948 ,glazed polychrome ceramic ,h. 50 x Ø 30 cm,ceramics,Vases,umbrella stand,,VA_282.jpg,12756,2756,publish
