post_type,post_id,codice_electa,post_title,anno_opera,tax_materiali,misure_opera,tax_tipologia_opera,tax_tipo_opera,tax_subtipo_opera,esemplari_opera,file_immagine,id_import,codice_opera,post_status
catalogo,13410,T 58 044,Senza titolo / (Untitled),1958,tempera and burnt collage on paper,1000 x 500 mm,works on paper/canvas,mixed media,,,T_58_044.jpg,13410,3410,publish
catalogo,13416,T 57 039,Senza titolo / (Untitled),1957,tempera and pencil on paper,700 x 1000 mm,works on paper/canvas,mixed media,,,T_57_039.jpg,13416,3416,publish
catalogo,13417,T 57 040,Senza titolo / (Untitled),1957,"tempera, pastel and pencil on paper ",700 x 1000 mm,works on paper/canvas,mixed media,,,T_57_040.jpg,13417,3417,publish
catalogo,13418,T 59 035,Senza titolo / (Untitled),1959,"tempera, burn marks and paper collage on paper",700 x 1000 mm,works on paper/canvas,mixed media,,,T_59_035.jpg,13418,3418,publish
catalogo,13419,T 59 037,Senza titolo / (Untitled),1959,tempera and conté pencil on paper ,700 x 1000 mm,works on paper/canvas,mixed media,,,T_59_037.jpg,13419,3419,publish
catalogo,13423,T 60 018,Senza titolo / (Untitled),1960,burn marks and tempera on paper,700 x 1000 mm,works on paper/canvas,mixed media,,,T_60_018.jpg,13423,3423,publish
catalogo,13424,T 60 007,Senza titolo / (Untitled),1960,"tempera, pastel and burn marks on cardboard ",697 x 1000 mm,works on paper/canvas,mixed media,,,T_60_007.jpg,13424,3424,publish
catalogo,13430,T 57 017,Proust ,1957,"tempera, pastel and pencil on paper ",350 x 500 mm,works on paper/canvas,mixed media,,,T_57_017.jpg,13430,3430,publish
catalogo,13449,T 60 008,Senza titolo / (Untitled),1960,tempera and pastel on paper,700 x 1000 mm,works on paper/canvas,mixed media,,,T_60_008.jpg,13449,3449,publish
catalogo,13480,T 68 020,In memoria del mio amico Lucio / (In Memory of My Friend Lucio),1968,mixed media on paper,500 x 700 mm,works on paper/canvas,mixed media,,,T_68_020.jpg,13480,3480,publish
catalogo,13494,T 60 045,Esercitazione informale / (Informal Exercise),1960,tempera and pencil on paper,700 x 1000 mm,works on paper/canvas,mixed media,,,T_60_045.jpg,13494,3494,publish
catalogo,13495,T 59 058,Senza titolo / (Untitled),1959,tempera and burnt paper collage on paper,700 x 996 mm,works on paper/canvas,mixed media,,,T_59_058.jpg,13495,3495,publish
catalogo,13515,T 57 004,Senza titolo / (Untitled),1957,tempera on paper,324 x 495 mm,works on paper/canvas,mixed media,,,T_57_004.jpg,13515,3515,publish
catalogo,13516,T 57 005,Senza titolo / (Untitled),1957,tempera and pastel on paper,344 x 498 mm,works on paper/canvas,mixed media,,,T_57_005.jpg,13516,3516,publish
catalogo,13538,T 59 002,Teatrino / (Little Theater),1959,tempera and pastel on paper,500 x 350 mm,works on paper/canvas,mixed media, ,,T_59_002.jpg,13538,3538,publish
catalogo,13539,T 59 003,Senza titolo / (Untitled),1959,tempera and pastel on paper,502 x 350 mm,works on paper/canvas,mixed media,,,T_59_003.jpg,13539,3539,publish
catalogo,13549,T 58 009,Senza titolo / (Untitled),1958,tempera and pastel on paper,355 x 477 mm,works on paper/canvas,mixed media,,,T_58_009.jpg,13549,3549,publish
catalogo,13550,T 59 008,Senza titolo / (Untitled),1959,tempera and pastel on paper,332 x 477 mm,works on paper/canvas,mixed media,,,T_59_008.jpg,13550,3550,publish
catalogo,13551,T 59 004,Senza titolo / (Untitled),1959,"tempera, pastel and burn marks on paper ",350 x 503 mm,works on paper/canvas,mixed media,,,T_59_004.jpg,13551,3551,publish
catalogo,13552,T 59 009,Senza titolo / (Untitled),1959,tempera and burn marks on paper,330 x 480 mm,works on paper/canvas,mixed media,,,T_59_009.jpg,13552,3552,publish
catalogo,13553,T 59 010,Senza titolo / (Untitled),1959,tempera and pastel on cardboard,330 x 478 mm,works on paper/canvas,mixed media,,,T_59_010.jpg,13553,3553,publish
catalogo,13556,T 60 022,Senza titolo / (Untitled),circa 1959,"tempera, pastel and pencil on cardboard ",470 x 700 mm,works on paper/canvas,mixed media, ,,T_60_022.jpg,13556,3556,publish
catalogo,13561,T 58 001,Senza titolo / (Untitled),1958,tempera and pastel on paper,351 x 499 mm,works on paper/canvas,mixed media,,,T_58_001.jpg,13561,3561,publish
catalogo,13562,T 58 002,Paesaggio / (Landscape),1958,tempera and pastel on paper  ,349 x 500 mm,works on paper/canvas,mixed media,,,T_58_002.jpg,13562,3562,publish
catalogo,13563,T 58 003,Senza titolo / (Untitled),1958,tempera and pastel on paper,349 x 500 mm,works on paper/canvas,mixed media,,,T_58_003.jpg,13563,3563,publish
catalogo,13564,T 58 005,Senza titolo / (Untitled),1958,tempera and burn marks on paper ,332 x 498 mm,works on paper/canvas,mixed media,,,T_58_005.jpg,13564,3564,publish
catalogo,13565,T 58 006,Senza titolo / (Untitled),1958,tempera and pastel on paper,349 x 498 mm,works on paper/canvas,mixed media,,,T_58_006.jpg,13565,3565,publish
catalogo,13566,T 59 038/038-1,Senza titolo / (Untitled),1959,tempera and pastel on paper ,350 x 500 mm,works on paper/canvas,mixed media,,,T_59_038/038-1.jpg,13566,3566,publish
catalogo,13569,T 60 039,Senza titolo / (Untitled),1960,wax crayon on paper,338 x 476 mm,works on paper/canvas,mixed media,,,T_60_039.jpg,13569,3569,publish
catalogo,13570,T 60 041,Senza titolo / (Untitled),1960,tempera and pastel on paper,330 x 480 mm,works on paper/canvas,mixed media,,,T_60_041.jpg,13570,3570,publish
catalogo,13583,T 57 008,I viaggi / (The Journeys),1957,"pastel, conté pencil and burn marks on paper ",372 x 325 mm,works on paper/canvas,mixed media,,,T_57_008.jpg,13583,3583,publish
catalogo,13584,T 57 013,Senza titolo / (Untitled),1957,tempera and pastel on paper,323 x 498 mm,works on paper/canvas,mixed media,,,T_57_013.jpg,13584,3584,publish
catalogo,13585,T 57 016,Senza titolo / (Untitled),1957,tempera on paper,350 x 498 mm,works on paper/canvas,mixed media,,,T_57_016.jpg,13585,3585,publish
catalogo,13586,T 57 018,Senza titolo / (Untitled),1957,tempera and pastel on paper,324 x 503 mm,works on paper/canvas,mixed media,,,T_57_018.jpg,13586,3586,publish
catalogo,13587,T 57 019,Senza titolo / (Untitled),1957,"tempera, pastel and burn marks on paper",324 x 497 mm,works on paper/canvas,mixed media, ,,T_57_019.jpg,13587,3587,publish
catalogo,13588,T 57 020,Senza titolo / (Untitled),1957,tempera and pastel on paper,345 x 497 mm,works on paper/canvas,mixed media,,,T_57_020.jpg,13588,3588,publish
catalogo,13589,T 57 021,Senza titolo / (Untitled),1957,tempera and pastel on paper,347 x 503 mm,works on paper/canvas,mixed media,,,T_57_021.jpg,13589,3589,publish
catalogo,13590,T 57 022,Senza titolo / (Untitled),1957,tempera and pastel on paper,497 x 351 mm,works on paper/canvas,mixed media,,,T_57_022.jpg,13590,3590,publish
catalogo,14058,T 58 061,Senza titolo / (Untitled),circa 1958,burning and conté pencil on paper mounted on convas,700 x 1000 mm,works on paper/canvas,mixed media,,,T_58_061.jpg,14058,4058,publish
catalogo,14231,T 57 001,Senza titolo / (Untitled),1957,"tempera, burn marks and burnt collage on paper mounted on cavas",500 x 700 mm,works on paper/canvas,mixed media,,,T_57_001.jpg,14231,4231,publish
catalogo,14232,T 57 006,Senza titolo / (Untitled),1957,tempera on cardboard,470 x 690 mm,works on paper/canvas,mixed media,,,T_57_006.jpg,14232,4232,publish
catalogo,14233,T 57 007,Senza titolo / (Untitled),1957,tempera and pastel on cardboard,500 x 700 mm,works on paper/canvas,mixed media,,,T_57_007.jpg,14233,4233,publish
catalogo,14235,T 57 010,Senza titolo / (Untitled),1957,"tempera, wax crayon and conté pencil on cardboard ",500 x 700 mm,works on paper/canvas,mixed media,  ,,T_57_010.jpg,14235,4235,publish
catalogo,14236,T 57 011,Senza titolo / (Untitled),circa 1957,tempera and pastel on cardboard,310 x 480 mm,works on paper/canvas,mixed media,,,T_57_011.jpg,14236,4236,publish
catalogo,14237,T 57 012,Tre Soli / (Three Suns),1957,"tempera, pastel and burn marks on cardboard ",500 x 700 mm,works on paper/canvas,mixed media,,,T_57_012.jpg,14237,4237,publish
catalogo,14241,T 57 024,Senza titolo / (Untitled),1957,tempera on paper,480 x 660 mm,works on paper/canvas,mixed media,,,T_57_024.jpg,14241,4241,publish
catalogo,14242,T 57 025,Senza titolo / (Untitled),1957,tempera on cardboard,700 x 480 mm,works on paper/canvas,mixed media,,,T_57_025.jpg,14242,4242,publish
catalogo,14243,T 57 026,Senza titolo / (Untitled),1957,tempera and pastel on cardboard ,480 x 700 mm,works on paper/canvas,mixed media,,,T_57_026.jpg,14243,4243,publish
catalogo,14244,T 57 027,Senza titolo / (Untitled),1957,"tempera, pastel and conté pencil on cardboard",480 x 700 mm,works on paper/canvas,mixed media,,,T_57_027.jpg,14244,4244,publish
catalogo,14245,T 57 028,Senza titolo / (Untitled),1957,pastel and pencil on cardboard ,500 x 700 mm,works on paper/canvas,mixed media,,,T_57_028.jpg,14245,4245,publish
catalogo,14246,T 57 029,Senza titolo / (Untitled),1957,tempera and pastel on cardboard ,495 x 695 mm,works on paper/canvas,mixed media,,,T_57_029.jpg,14246,4246,publish
catalogo,14247,T 57 030,Senza titolo / (Untitled),1957,"tempera, charcoal and pastel on cardboard",690 x 475 mm,works on paper/canvas,mixed media,,,T_57_030.jpg,14247,4247,publish
catalogo,14251,T 57 035,Senza titolo / (Untitled),1957,"pastello, tempera and pencil on cardboard",480 x 700 mm,works on paper/canvas,mixed media,,,T_57_035.jpg,14251,4251,publish
catalogo,14252,T 57 036,Senza titolo / (Untitled),1957,"tempera, pastel and burn marks on paper ",335 x 205 mm,works on paper/canvas,mixed media, ,,T_57_036.jpg,14252,4252,publish
catalogo,14253,T 57 037,Senza titolo / (Untitled),1957,tempera and pastel on cardboard,475 x 700 mm,works on paper/canvas,mixed media,,,T_57_037.jpg,14253,4253,publish
catalogo,14255,T 57 043,Capanni / (Sheds),1957,"tempera, pastel and charcoal on cardboard",350 x 500 mm,works on paper/canvas,mixed media,,,T_57_043.jpg,14255,4255,publish
catalogo,14257,T 58 007,In barca / (On Boat),1958,"tempera, pastel and burn marks on paper ",300 x 320 mm,works on paper/canvas,mixed media,,,T_58_007.jpg,14257,4257,publish
catalogo,14259,T 58 011,Senza titolo / (Untitled),1958,tempera and pastel on paper,700 x 470 mm,works on paper/canvas,mixed media,,,T_58_011.jpg,14259,4259,publish
catalogo,14260,T 58 012,Senza titolo / (Untitled),1958,tempera and pastel on paper,475 x 700 mm,works on paper/canvas,mixed media, ,,T_58_012.jpg,14260,4260,publish
catalogo,14261,T 58 013,Senza titolo / (Untitled),1958,tempera on cardboard,475 x 700 mm,works on paper/canvas,mixed media, ,,T_58_013.jpg,14261,4261,publish
catalogo,14264,T 58 015,Senza titolo / (Untitled),1958,"tempera, pastel and conté pencil on cardboard ",480 x 703 mm,works on paper/canvas,mixed media, ,,T_58_015.jpg,14264,4264,publish
catalogo,14266,T 58 016,Senza titolo / (Untitled),1958,"pastel, pencil and burn marks on cardboard ",475 x 705 mm,works on paper/canvas,mixed media, ,,T_58_016.jpg,14266,4266,publish
catalogo,14267,T 58 017,Senza titolo / (Untitled),1958,tempera and pastel on cardboard ,700 x 480 mm,works on paper/canvas,mixed media, ,,T_58_017.jpg,14267,4267,publish
catalogo,14268,T 58 018,Senza titolo / (Untitled),1958,pastel and charcoal on paper,477 x 700 mm,works on paper/canvas,mixed media, ,,T_58_018.jpg,14268,4268,publish
catalogo,14287,T 58 019,Senza titolo / (Untitled),1958,"tempera, pastel and pencil on paper ",460 x 695 mm,works on paper/canvas,mixed media, ,,T_58_019.jpg,14287,4287,publish
catalogo,14289,T 58 020,Senza titolo / (Untitled),1958,"pastel, tempera and charcoal on cardboard ",475 x 700 mm,works on paper/canvas,mixed media, ,,T_58_020.jpg,14289,4289,publish
catalogo,14290,T 58 021,Senza titolo / (Untitled),1958,pastel on cardboard,475 x 700 mm,works on paper/canvas,mixed media, ,,T_58_021.jpg,14290,4290,publish
catalogo,14291,T 58 022,Senza titolo / (Untitled),1958,"tempera, varnish on cardboard",474 x 697 mm,works on paper/canvas,mixed media, ,,T_58_022.jpg,14291,4291,publish
catalogo,14292,T 58 023,Senza titolo / (Untitled),1958,"tempera, wax crayon and burn marks on paper",700 x 475 mm,works on paper/canvas,mixed media, ,,T_58_023.jpg,14292,4292,publish
catalogo,14293,T 58 024,Senza titolo / (Untitled),1958,tempera on cardboard,483 x 700 mm,works on paper/canvas,mixed media, ,,T_58_024.jpg,14293,4293,publish
catalogo,14295,T 58 025,Atatanaki ,circa 1958,"collage, tempera, pastel and burn marks on cardboard",501 x 700 mm,works on paper/canvas,mixed media, ,,T_58_025.jpg,14295,4295,publish
catalogo,14297,T 58 026,Senza titolo / (Untitled),1958,tempera and pastel on cardboard,702 x 485 mm,works on paper/canvas,mixed media, ,,T_58_026.jpg,14297,4297,publish
catalogo,14298,T 58 027,Senza titolo / (Untitled),1958,tempera on cardboard,480 x 700 mm,works on paper/canvas,mixed media, ,,T_58_027.jpg,14298,4298,publish
catalogo,14299,T 58 028,Senza titolo / (Untitled),1958,"tempera, pastel and conté pencil on cardboard",700 x 470 mm,works on paper/canvas,mixed media, ,,T_58_028.jpg,14299,4299,publish
catalogo,14302,T 58 030,Sabba / (Witches' Sabbath),1958,tempera on cardboard,470 x 695 mm,works on paper/canvas,mixed media, ,,T_58_030.jpg,14302,4302,publish
catalogo,14303,T 58 031,Senza titolo / (Untitled),1958,tempera and burn marks on paper,500 x 698 mm,works on paper/canvas,mixed media, ,,T_58_031.jpg,14303,4303,publish
catalogo,14304,T 58 032,Senza titolo / (Untitled),1958,pastel and tempera on paper,485 x 700 mm,works on paper/canvas,mixed media, ,,T_58_032.jpg,14304,4304,publish
catalogo,14305,T 58 034,Senza titolo / (Untitled),1958,"conté pencil, pastel and tempera on cardboard",480 x 700 mm,works on paper/canvas,mixed media, ,,T_58_034.jpg,14305,4305,publish
catalogo,14306,T 58 035,Senza titolo / (Untitled),1958,"tempera, pastel and conté pencil on paper",500 x 475 mm,works on paper/canvas,mixed media, ,,T_58_035.jpg,14306,4306,publish
catalogo,14321,T 59 007,Senza titolo / (Untitled),1959,tempera and conté pencil on paper ,230 x 350 mm,works on paper/canvas,mixed media,,,T_59_007.jpg,14321,4321,publish
catalogo,14324,T 59 011,Senza titolo / (Untitled),1959,tempera and pastel on paper ,330 x 480 mm,works on paper/canvas,mixed media,,,T_59_011.jpg,14324,4324,publish
catalogo,14328,T 59 013,Senza titolo / (Untitled),1959,tempera and pastel on paper,255 x 322 mm,works on paper/canvas,mixed media,,,T_59_013.jpg,14328,4328,publish
catalogo,14330,T 59 015,Senza titolo / (Untitled),1959,tempera and pastel on paper ,480 x 655 mm,works on paper/canvas,mixed media,  ,,T_59_015.jpg,14330,4330,publish
catalogo,14331,T 59 017,Senza titolo / (Untitled),1959,tempera and burn marks on cardboard ,500 x 698 mm,works on paper/canvas,mixed media, ,,T_59_017.jpg,14331,4331,publish
catalogo,14333,T 59 018,Senza titolo / (Untitled),1959,tempera on cardboard,482 x 702 mm,works on paper/canvas,mixed media,   ,,T_59_018.jpg,14333,4333,publish
catalogo,14335,T 59 020,Senza titolo / (Untitled),1959,tempera and pastel on cardboard,480 x 700 mm,works on paper/canvas,mixed media, ,,T_59_020.jpg,14335,4335,publish
catalogo,14338,T 59 022,Senza titolo / (Untitled),1959,"tempera, pastel and conté pencil on paper ",700 x 480 mm,works on paper/canvas,mixed media, ,,T_59_022.jpg,14338,4338,publish
catalogo,14340,T 59 023,Senza titolo / (Untitled),1959,tempera and pencil on paper,475 x 690 mm,works on paper/canvas,mixed media, ,,T_59_023.jpg,14340,4340,publish
catalogo,14341,T 59 024,Senza titolo / (Untitled),1959,"wax crayon, watercolour on paper",500 x 700 mm,works on paper/canvas,mixed media,,,T_59_024.jpg,14341,4341,publish
catalogo,14342,T 59 025,Senza titolo / (Untitled),1959,india ink and tempera on paper,665 x 420 mm,works on paper/canvas,mixed media, ,,T_59_025.jpg,14342,4342,publish
catalogo,14343,T 59 026,Senza titolo / (Untitled),1959,pastel on paper ,655 x 475 mm,works on paper/canvas,mixed media, ,,T_59_026.jpg,14343,4343,publish
catalogo,14347,T 59 028,Senza titolo / (Untitled),1959,"tempera, pastel and burn marks on paper ",470 x 700 mm,works on paper/canvas,mixed media,  ,,T_59_028.jpg,14347,4347,publish
catalogo,14348,T 59 029,Senza titolo / (Untitled),1959,pastel and tempera on cardboard,485 x 700 mm,works on paper/canvas,mixed media, ,,T_59_029.jpg,14348,4348,publish
catalogo,14357,T 59 033,Senza titolo / (Untitled),1959,tempera and pastel on cardboard ,700 x 480 mm,works on paper/canvas,mixed media, ,,T_59_033.jpg,14357,4357,publish
catalogo,14359,T 59 039,Senza titolo / (Untitled),1959,pastel and pencil on cardboard,475 x 700 mm,works on paper/canvas,mixed media, ,,T_59_039.jpg,14359,4359,publish
catalogo,14363,T 59 041,Senza titolo / (Untitled),1959,tempera on cardboard ,498 x 695 mm,works on paper/canvas,mixed media, ,,T_59_041.jpg,14363,4363,publish
catalogo,14365,T 59 042,Senza titolo / (Untitled),1959,tempera and pastel on cardboard,460 x 615 mm,works on paper/canvas,mixed media, ,,T_59_042.jpg,14365,4365,publish
catalogo,14400,T 59 044,Senza titolo / (Untitled),1959,tempera on cardboard ,465 x 635 mm,works on paper/canvas,mixed media, ,,T_59_044.jpg,14400,4400,publish
catalogo,14565,T 58 055,Senza titolo / (Untitled),1967,tempera and burn marks on cardboard,497 x 347 mm,works on paper/canvas,mixed media,,,T_58_055.jpg,14565,4565,publish
catalogo,14592,T 57 074,Senza titolo / (Untitled),1957,tempera and burn marks on ivory paper ,485 x 335 mm,works on paper/canvas,mixed media,,,T_57_074.jpg,14592,4592,publish
catalogo,14611,T 59 005,Senza titolo / (Untitled),circa 1959,tempera and brush point burn marks on paper,350 x 500 mm,works on paper/canvas,mixed media,,,T_59_005.jpg,14611,4611,publish
catalogo,15659,T 57 038,Via Crucis / (Stations of The Cross),1957,tempera and pastel on paper ,500 x 700 mm,works on paper/canvas,mixed media,,,T_57_038.jpg,15659,5659,publish
catalogo,15661,T 58 049,Senza titolo / (Untitled),1958,"tempera, pastel and burn marks on paper",498 x 700 mm,works on paper/canvas,mixed media, ,,T_58_049.jpg,15661,5661,publish
catalogo,15662,T 58 046,Senza titolo / (Untitled),1958,"tempera, pastel and burn marks on paper ",503 x 702 mm,works on paper/canvas,mixed media, ,,T_58_046.jpg,15662,5662,publish
catalogo,15663,T 58 047,Senza titolo / (Untitled),1958,tempera and pastel on paper,420 x 485 mm,works on paper/canvas,mixed media,,,T_58_047.jpg,15663,5663,publish
catalogo,15667,T 58 008,Senza titolo / (Untitled),1958,tempera and pastel on cardboard,447 x 596 mm,works on paper/canvas,mixed media, ,,T_58_008.jpg,15667,5667,publish
catalogo,15681,T 57 052,Senza titolo / (Untitled),1957,tempera and pastel on paper ,500 x 697 mm,works on paper/canvas,mixed media,,,T_57_052.jpg,15681,5681,publish
catalogo,15682,T 57 002,Senza titolo / (Untitled),1957,tempera and pencil on paper,500 x 497 mm,works on paper/canvas,mixed media, ,,T_57_002.jpg,15682,5682,publish
catalogo,15686,T 58 048,Senza titolo / (Untitled),1958,tempera and pastel on paper,700 x 502 mm,works on paper/canvas,mixed media,,,T_58_048.jpg,15686,5686,publish
catalogo,15735,T 57 055,Senza titolo / (Untitled),1957,tempera and pastel on paper,500 x 700 mm,works on paper/canvas,mixed media, ,,T_57_055.jpg,15735,5735,publish
catalogo,15746,T 59 063,Senza titolo / (Untitled),circa 1959,"tempera, pencil, pastel and burn marks on cardboard ",500 x 350 mm,works on paper/canvas,mixed media, ,,T_59_063.jpg,15746,5746,publish
catalogo,15835,T 59 064,Senza titolo / (Untitled),circa 1959,"mixed media, tempera and pastel on paper",250 x 335 mm,works on paper/canvas,mixed media, ,,T_59_064.jpg,15835,5835,publish
catalogo,15836,T 59 065,Senza titolo / (Untitled),circa 1959,"pencil, cardboard, pastel and burn marks on paper ",350 x 245 mm,works on paper/canvas,mixed media, ,,T_59_065.jpg,15836,5836,publish
catalogo,15869,T 58 053,Senza titolo / (Untitled),circa 1958,"tempera, pastel, charcoal and burn marks on paper",245 x 320 mm,works on paper/canvas,mixed media, ,,T_58_053.jpg,15869,5869,publish
catalogo,16910,T 59 060,Senza titolo / (Untitled),1959,"tempera, pastel and conté pencil on paper ",445 x 700 mm,works on paper/canvas,mixed media,,,T_59_060.jpg,16910,6910,publish
catalogo,16911,T 59 059,Senza titolo / (Untitled),1959,"tempera, pastel and burn marks on paper ",438 x 700 mm,works on paper/canvas,mixed media,,,T_59_059.jpg,16911,6911,publish
catalogo,16912,T 58 051,Senza titolo / (Untitled),1958,"tempera, pastel and conté pencil on paper ",490 x 702 mm,works on paper/canvas,mixed media,,,T_58_051.jpg,16912,6912,publish
catalogo,16913,T 58 050,Senza titolo / (Untitled),1958,"tempera, pastel and pencil on paper ",350 x 500 mm,works on paper/canvas,mixed media,,,T_58_050.jpg,16913,6913,publish
catalogo,17008,T 57 044,Senza titolo / (Untitled),1957,tempera and pastel on cardboard ,470 x 700 mm,works on paper/canvas,mixed media,,,T_57_044.jpg,17008,7008,publish
catalogo,17211,T 57 059,Senza titolo / (Untitled),circa 1957,tempera and pastel on paper mounted on canvas,700 x 1000 mm,works on paper/canvas,mixed media,,,T_57_059.jpg,17211,7211,publish
catalogo,17360,T 57 061,Senza titolo / (Untitled),circa 1957,tempera and pastel on paper,250 x 332 mm,works on paper/canvas,mixed media,,,T_57_061.jpg,17360,7360,publish
catalogo,17361,T 57 062,Senza titolo / (Untitled),circa 1957,tempera and pastel on cardboard ,500 x 520 mm,works on paper/canvas,mixed media,,,T_57_062.jpg,17361,7361,publish
catalogo,17362,T 57 063,Senza titolo / (Untitled),circa 1957,tempera and pastel on cardboard,500 x 520 mm,works on paper/canvas,mixed media,,,T_57_063.jpg,17362,7362,publish
catalogo,17363,T 57 064,Via Crucis Davanti a Pilato / (Station of The Cross in front of Pilate),circa 1957,tempera and pastel on cardboard,516 x 500 mm,works on paper/canvas,mixed media,,,T_57_064.jpg,17363,7363,publish
catalogo,17364,T 57 065,Senza titolo / (Untitled),circa 1957,"tempera, pastel and oil on cardboard",505 x 502 mm,works on paper/canvas,mixed media,,,T_57_065.jpg,17364,7364,publish
catalogo,17447,T 58 056,Senza titolo / (Untitled),1958,tempera and burn marks on canvas paper,700 x 1000 mm,works on paper/canvas,mixed media,,,T_58_056.jpg,17447,7447,publish
catalogo,17448,T 59 034,Senza titolo / (Untitled),1959,"tempera, pastel and burn marks on paper mounted on canvas",700 x 1000 mm,works on paper/canvas,mixed media,,,T_59_034.jpg,17448,7448,publish
catalogo,17450,T 58 058,Senza titolo / (Untitled),1958,tempera and burn marks on cardboard,701 x 997 mm,works on paper/canvas,mixed media,,,T_58_058.jpg,17450,7450,publish
catalogo,17451,T 57 066,Senza titolo / (Untitled),1957,"burn marks, pencil and tempera on paper mounted on canvas",700 x 1000 mm,works on paper/canvas,mixed media,,,T_57_066.jpg,17451,7451,publish
catalogo,17452,T 57 067,Senza titolo / (Untitled),1957,burn marks and tempera on paper mounted on canvas,700 x 1000 mm,works on paper/canvas,mixed media,,,T_57_067.jpg,17452,7452,publish
catalogo,17453,T 57 068,Senza titolo / (Untitled),1957,tempera on paper mounted on canvas,700 x 1000 mm,works on paper/canvas,mixed media,,,T_57_068.jpg,17453,7453,publish
catalogo,17454,T 57 069,Senza titolo / (Untitled),1957,tempera and pastel on paper mounted on canvas,700 x 1000 mm,works on paper/canvas,mixed media,,,T_57_069.jpg,17454,7454,publish
catalogo,17455,T 58 059,Senza titolo / (Untitled),1958,"tempera, pastel and burn marks on paper mounted on canvas",700 x 1000 mm,works on paper/canvas,mixed media,,,T_58_059.jpg,17455,7455,publish
catalogo,17456,T 58 060,Senza titolo / (Untitled),1958,"tempera, pastel and pencil on paper mounted on canvas",700 x 1000 mm,works on paper/canvas,mixed media,,,T_58_060.jpg,17456,7456,publish
catalogo,17458,T 57 070,Senza titolo / (Untitled),circa 1957,"tempera, pencil and burn marks on paper mounted on canvas",700 x 1000 mm,works on paper/canvas,mixed media,,,T_57_070.jpg,17458,7458,publish
catalogo,17459,T 57 071,Volo / (Flight),circa 1957,"tempera, burn marks and pencil on paper mounted on canvas",700 x 1000 mm,works on paper/canvas,mixed media,,,T_57_071.jpg,17459,7459,publish
catalogo,17489,T 57 072,Mazepa ,circa 1957,tempera and pastel on paper,500 x 700 mm,works on paper/canvas,mixed media,,,T_57_072.jpg,17489,7489,publish
catalogo,17513,T 57 073,Ciuf-ciuf ,circa 1957,"tempera, pastel and burn marks on paper",310 x 480 mm,works on paper/canvas,mixed media,,,T_57_073.jpg,17513,7513,publish
